,Burundi,"China, Taiwan Province of",Mozambique,Belize,Myanmar,Zambia,Philippines,Viet Nam,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,Liberia,Zimbabwe,Malawi,Melanesia,Papua New Guinea,New Caledonia,Rwanda,Guatemala,French Polynesia,Mauritius,Madagascar,Saint Lucia,Vanuatu,Uganda,Guinea,Saudi Arabia,Dominica,Fiji,Cabo Verde,Equatorial Guinea,Sri Lanka,Comoros,Central African Republic,China,Colombia,United Republic of Tanzania,Saint Vincent and the Grenadines,Brazil,Kenya,"China, mainland",Nicaragua,Haiti,Costa Rica,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,Malaysia,Cuba,Dominican Republic,El Salvador,Benin,Cook Islands,Martinique,Spain,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Guyana,Tonga,United States of America,Democratic Republic of the Congo,Togo,Nigeria,Suriname,Cambodia,Timor-Leste,Paraguay,India,Guadeloupe,Ethiopia PDR,Congo,Gabon,Ecuador,Honduras,Puerto Rico,Mexico,Côte d'Ivoire,Jamaica,Trinidad and Tobago,Polynesia,Panama,Sierra Leone,Samoa,Thailand,Ghana,Angola
1991,34204.0,0.0,900.0,-1.0,1431.0,1740.0,125017.0,100000.0,8017.0,-1.0,-1.0,428305.0,1300.0,12091.0,7500.0,47751.0,47220.0,135.0,35000.0,196190.0,13.0,0.0,83865.0,-1.0,42.0,147366.0,30000.0,0.0,205.0,354.0,10.0,6000.0,7861.0,91.0,17625.0,3500.0,970740.0,46210.0,152.0,1520382.0,86400.0,3500.0,47421.0,37000.0,158000.0,14071.0,82635.0,5430.0,115080.0,7600.0,22740.0,55222.0,149450.0,180.0,2.0,75.0,7.0,11.0,68404.0,300.0,12.0,1016.0,95000.0,24900.0,3200.0,55.0,170.0,8611.0,20000.0,170000.0,20.0,210000.0,1401.0,451.0,138579.0,101890.0,12701.0,334330.0,198909.0,2280.0,914.0,44.0,12174.0,26000.0,17.0,47328.0,2300.0,5000.0
1992,37215.0,0.0,700.0,-1.0,1337.0,1792.0,126832.0,119200.0,6582.0,-1.0,-1.0,436930.0,3000.0,4995.0,8160.0,50784.0,50460.0,68.0,38824.0,206586.0,4.0,0.0,79882.0,-1.0,30.0,110334.0,28804.0,0.0,204.0,226.0,0.0,5500.0,8672.0,92.0,9036.0,3800.0,1100000.0,56030.0,155.0,1294373.0,85300.0,3800.0,44505.0,27355.0,168000.0,15179.0,86519.0,8218.0,76200.0,9000.0,18720.0,42464.0,175720.0,200.0,5.0,75.0,5.0,13.0,69340.0,300.0,13.0,871.0,92400.0,6300.0,3380.0,43.0,180.0,7734.0,4850.0,180000.0,47.0,216000.0,1450.0,193.0,137671.0,111660.0,12701.0,359665.0,257000.0,1920.0,707.0,38.0,10945.0,26000.0,16.0,80386.0,2400.0,5000.0
1993,22991.0,0.0,1000.0,-1.0,1220.0,1531.0,124415.0,136100.0,7622.0,-1.0,180000.0,438868.0,3000.0,4000.0,3780.0,63802.0,63540.0,60.0,27510.0,208650.0,8.0,-1.0,78000.0,-1.0,26.0,144551.0,28800.0,0.0,340.0,176.0,-1.0,5335.0,10090.0,92.0,9124.0,4000.0,818220.0,59574.0,150.0,1278759.0,75100.0,4000.0,41818.0,33600.0,156927.0,13153.0,85603.0,8727.0,68417.0,11100.0,17100.0,37744.0,140576.0,300.0,4.0,75.0,5.0,20.0,66476.0,300.0,14.0,1056.0,90109.0,11000.0,3580.0,50.0,198.0,8000.0,4950.0,162000.0,53.0,-1.0,1501.0,256.0,137004.0,110481.0,15478.0,335627.0,138937.0,1500.0,874.0,41.0,10456.0,24700.0,15.0,70426.0,4000.0,4620.0
1994,41293.0,0.0,800.0,-1.0,1423.0,1582.0,123553.0,180000.0,9035.0,-1.0,207000.0,450191.0,3000.0,9420.0,5040.0,67238.0,67136.0,59.0,1274.0,213900.0,9.0,-1.0,70000.0,-1.0,32.0,198371.0,30000.0,0.0,350.0,11.0,-1.0,5000.0,11056.0,93.0,14500.0,3250.0,721860.0,34151.0,155.0,1307289.0,79900.0,3250.0,40551.0,31000.0,147998.0,19216.0,91340.0,8480.0,73743.0,11200.0,17040.0,37077.0,140534.0,200.0,8.0,75.0,5.0,22.0,68404.0,300.0,14.0,1560.0,88346.0,10600.0,3720.0,42.0,190.0,9000.0,5002.0,208000.0,23.0,-1.0,1553.0,259.0,186797.0,126182.0,12700.0,324500.0,145576.0,2460.0,1015.0,45.0,11224.0,27805.0,14.0,78175.0,3000.0,2160.0
1995,25516.0,0.0,900.0,-1.0,1550.0,1232.0,127412.0,218000.0,8576.0,25.0,229980.0,457801.0,2999.0,7860.0,5460.0,59676.0,59589.0,44.0,21952.0,210920.0,10.0,-1.0,68000.0,-1.0,33.0,181465.0,28000.0,0.0,348.0,10.0,-1.0,4500.0,11481.0,94.0,9000.0,3196.0,821820.0,41971.0,160.0,930135.0,95400.0,3196.0,54587.0,29000.0,150061.0,20323.0,96697.0,8993.0,74000.0,11300.0,17100.0,44877.0,139513.0,177.0,15.0,35.0,-1.0,17.0,65088.0,300.0,14.0,1960.0,84714.0,12080.0,3090.0,50.0,200.0,10000.0,4008.0,180000.0,15.0,-1.0,1606.0,159.0,148205.0,132400.0,12701.0,324526.0,194968.0,2580.0,831.0,52.0,11067.0,25025.0,13.0,86450.0,3580.0,3300.0
1996,26875.0,0.0,950.0,-1.0,1550.0,1580.0,117226.0,320100.0,10020.0,29.0,229980.0,421751.0,3026.0,11500.0,4797.0,65178.0,65091.0,37.0,15285.0,240300.0,10.0,-1.0,68000.0,-1.0,40.0,287925.0,22750.0,0.0,360.0,10.0,-1.0,5000.0,11760.0,94.0,18000.0,3023.0,671401.0,52490.0,163.0,1369196.0,97976.0,3023.0,49900.0,27000.0,154131.0,22015.0,106520.0,10600.0,104121.0,15000.0,16680.0,41641.0,148859.0,164.0,20.0,45.0,-1.0,21.0,73026.0,285.0,15.0,2320.0,73975.0,22400.0,3780.0,33.0,250.0,10987.0,4024.0,223000.0,24.0,-1.0,1600.0,219.0,190696.0,148830.0,12175.0,374153.0,167786.0,2580.0,352.0,57.0,10478.0,25000.0,12.0,80287.0,6330.0,2820.0
1997,19991.0,0.0,1000.0,-1.0,1696.0,2167.0,120006.0,420500.0,12300.0,37.0,228000.0,426800.0,3058.0,9300.0,4552.0,64599.0,64524.0,25.0,14830.0,271440.0,11.0,-1.0,55000.0,-1.0,39.0,219624.0,20000.0,0.0,359.0,11.0,-1.0,5000.0,11348.0,95.0,15000.0,3573.0,642239.0,43568.0,164.0,1228513.0,68642.0,3573.0,65169.0,30347.0,132015.0,22608.0,133296.0,10325.0,63600.0,20000.0,19980.0,41682.0,124239.0,164.0,15.0,40.0,-1.0,45.0,63000.0,261.0,14.0,3260.0,70299.0,10600.0,3700.0,16.0,280.0,9723.0,4823.0,205000.0,27.0,-1.0,1338.0,154.0,87350.0,162658.0,11567.0,368315.0,279219.0,2887.0,1102.0,51.0,10527.0,30700.0,11.0,83810.0,2880.0,3840.0
1998,16937.0,0.0,838.0,93.0,1913.0,2628.0,107802.0,409300.0,16999.0,56.0,229980.0,512165.0,3082.0,10000.0,3840.0,81044.0,80940.0,43.0,14268.0,253080.0,16.0,-1.0,60000.0,-1.0,50.0,205056.0,20888.0,0.0,362.0,11.0,-1.0,5000.0,10498.0,96.0,12037.0,6237.0,766980.0,38002.0,174.0,1689366.0,53715.0,6237.0,65420.0,27239.0,152385.0,22532.0,144763.0,11283.0,112532.0,28000.0,13500.0,56943.0,117214.0,159.0,10.0,40.0,-1.0,36.0,66840.0,136.0,14.0,3450.0,55991.0,20000.0,3700.0,11.0,290.0,11000.0,4750.0,228000.0,29.0,-1.0,850.0,145.0,48190.0,172772.0,13393.0,277372.0,311000.0,1740.0,367.0,50.0,11434.0,25000.0,10.0,78444.0,8370.0,5100.0
1999,29130.0,0.0,812.0,70.0,1714.0,3480.0,104124.0,553200.0,17530.0,45.0,217450.0,524687.0,3106.0,10000.0,3540.0,83134.0,83040.0,39.0,18800.0,293520.0,18.0,-1.0,65000.0,-1.0,45.0,251881.0,22286.0,0.0,370.0,11.0,-1.0,3500.0,10580.0,98.0,11260.0,8743.0,546720.0,46670.0,170.0,1631852.0,68100.0,8743.0,91791.0,28000.0,147868.0,26931.0,167145.0,11182.0,98000.0,35000.0,22020.0,34609.0,160782.0,164.0,5.0,41.0,-1.0,58.0,79854.0,140.0,14.0,3630.0,48605.0,17000.0,3750.0,10.0,300.0,12000.0,4726.0,265000.0,32.0,-1.0,1490.0,125.0,132939.0,157409.0,7000.0,302119.0,307331.0,2340.0,343.0,46.0,12024.0,15350.0,9.0,54923.0,3965.0,3300.0
2000,67439.0,0.0,600.0,165.0,1814.0,5400.0,107557.0,802500.0,23500.0,72.0,229980.0,554574.0,3163.0,9100.0,3780.0,83063.0,83000.0,18.0,16098.0,312060.0,18.0,-1.0,58080.0,-1.0,30.0,143475.0,22080.0,0.0,366.0,15.0,-1.0,5000.0,9790.0,98.0,12900.0,11568.0,637140.0,47800.0,160.0,1903562.0,100700.0,11568.0,82206.0,30000.0,161395.0,27696.0,191651.0,11363.0,86200.0,39800.0,16500.0,45546.0,114087.0,154.0,7.0,40.0,-1.0,18.0,78440.0,15.0,14.0,3950.0,46767.0,15200.0,3830.0,4.0,300.0,13000.0,3588.0,292000.0,35.0,-1.0,1550.0,198.0,138030.0,193309.0,8250.0,338170.0,380000.0,2220.0,553.0,46.0,10255.0,15000.0,8.0,81057.0,1956.0,4260.0
2001,70980.0,0.0,782.0,229.0,2135.0,5760.0,112271.0,840600.0,25796.0,89.0,157155.0,569234.0,3200.0,7518.0,4320.0,63807.0,63720.0,56.0,18366.0,275700.0,18.0,-1.0,64530.0,-1.0,15.0,197410.0,14160.0,0.0,368.0,16.0,-1.0,5000.0,10210.0,101.0,12300.0,17202.0,656160.0,58100.0,155.0,1819569.0,51700.0,17202.0,66799.0,28000.0,150289.0,24086.0,196232.0,11906.0,70500.0,38500.0,15720.0,35476.0,112201.0,150.0,7.0,40.0,-1.0,22.0,91877.0,153.0,14.0,3630.0,34723.0,16900.0,3850.0,4.0,300.0,14134.0,2751.0,301000.0,35.0,-1.0,1612.0,60.0,164790.0,205545.0,8650.0,302996.0,301127.0,2880.0,406.0,46.0,15074.0,16313.0,8.0,86009.0,1379.0,3300.0
2002,182182.0,0.0,786.0,227.0,2415.0,6480.0,107080.0,699500.0,32197.0,139.0,160000.0,682019.0,3346.0,8050.0,2980.0,65155.0,65100.0,20.0,19427.0,221820.0,17.0,-1.0,61520.0,-1.0,20.0,209547.0,19680.0,0.0,371.0,15.0,-1.0,5000.0,9780.0,103.0,13000.0,19456.0,696840.0,66170.0,150.0,2649610.0,51900.0,19456.0,60235.0,27000.0,140874.0,24513.0,212770.0,11499.0,41000.0,39200.0,14700.0,37330.0,91513.0,100.0,7.0,37.0,-1.0,25.0,84470.0,300.0,14.0,3400.0,32080.0,7900.0,4100.0,4.0,300.0,14000.0,2434.0,301000.0,35.0,-1.0,1687.0,180.0,79149.0,172727.0,7600.0,313027.0,182001.0,2760.0,247.0,46.0,11390.0,16698.0,8.0,53447.0,1464.0,1260.0
2003,35682.0,0.0,801.0,229.0,2700.0,6060.0,106388.0,793700.0,27850.0,188.0,126188.0,663571.0,3537.0,10000.0,2584.0,69349.0,69300.0,18.0,13805.0,244200.0,17.0,-1.0,70315.0,-1.0,16.0,150871.0,20880.0,0.0,380.0,15.0,-1.0,5000.0,9110.0,100.0,5520.0,23144.0,694080.0,52320.0,145.0,1987074.0,55443.0,23144.0,82727.0,30000.0,132259.0,24700.0,203148.0,11608.0,48000.0,40000.0,15000.0,36929.0,81157.0,60.0,3.0,36.0,-1.0,23.0,64265.0,480.0,14.0,3760.0,32050.0,5500.0,4360.0,5.0,305.0,12000.0,3085.0,275275.0,30.0,-1.0,2000.0,120.0,82720.0,175284.0,9308.0,310861.0,140027.0,3300.0,586.0,42.0,11587.0,17000.0,8.0,53907.0,900.0,2040.0
2004,204509.0,0.0,750.0,231.0,3010.0,5000.0,102865.0,913800.0,23100.0,218.0,156170.0,647385.0,3748.0,5800.0,1590.0,59911.0,59820.0,60.0,20017.0,250279.0,15.0,-1.0,67775.0,-1.0,16.0,170081.0,20220.0,0.0,380.0,15.0,-1.0,4000.0,7670.0,110.0,4320.0,21659.0,674400.0,72440.0,150.0,2465710.0,48431.0,21659.0,57533.0,29000.0,126000.0,24546.0,231447.0,10260.0,54000.0,39200.0,15240.0,35421.0,83088.0,77.0,0.0,37.0,-1.0,27.0,71503.0,480.0,14.0,2540.0,32020.0,9300.0,4660.0,4.0,310.0,14500.0,3353.0,270500.0,19.0,-1.0,2800.0,137.0,86522.0,185090.0,10206.0,312413.0,154081.0,2400.0,109.0,37.0,12779.0,18000.0,8.0,61765.0,1140.0,1980.0
2005,34828.0,0.0,680.0,54.0,3500.0,4500.0,105847.0,831000.0,25000.0,250.0,171631.0,640365.0,4080.0,3960.0,1181.0,76134.0,76080.0,25.0,18597.0,248277.0,16.0,-1.0,55500.0,-1.0,14.0,158100.0,20770.0,0.0,385.0,15.0,-1.0,4000.0,7240.0,120.0,3300.0,21919.0,667140.0,95390.0,165.0,2140169.0,45200.0,21919.0,95455.0,35000.0,125669.0,24976.0,188611.0,11331.0,60000.0,40000.0,10800.0,40303.0,87963.0,74.0,0.0,34.0,-1.0,28.0,64484.0,480.0,16.0,3719.0,31990.0,7200.0,4990.0,4.0,319.0,14500.0,2900.0,275500.0,25.0,-1.0,3300.0,132.0,102923.0,190640.0,7938.0,294364.0,230000.0,8897.0,350.0,40.0,13153.0,20000.0,8.0,59644.0,1200.0,3500.0
2006,149460.0,0.0,700.0,95.0,4000.0,4727.0,104093.0,985300.0,25250.0,300.0,241482.0,682158.0,4260.0,2700.0,2091.0,48475.0,48420.0,25.0,22223.0,234712.0,17.0,-1.0,61635.0,-1.0,16.0,133310.0,23226.0,0.0,386.0,14.0,-1.0,4500.0,6460.0,119.0,1500.0,25655.0,724740.0,34300.0,175.0,2573368.0,48300.0,25655.0,70455.0,35000.0,101038.0,25272.0,273178.0,17292.0,62300.0,32779.0,8400.0,53688.0,85350.0,60.0,0.0,31.0,-1.0,30.0,74332.0,480.0,18.0,3311.0,31960.0,8900.0,5340.0,6.0,300.0,14000.0,3040.0,274000.0,24.0,-1.0,3000.0,120.0,31461.0,213636.0,8000.0,279635.0,187000.0,12390.0,720.0,43.0,12844.0,20500.0,8.0,46873.0,1740.0,5000.0
2007,31964.0,0.0,720.0,45.0,4800.0,5100.0,97877.0,1251000.0,33200.0,460.0,273400.0,676475.0,3180.0,1860.0,1403.0,58131.0,58080.0,21.0,14683.0,243599.0,17.0,-1.0,56470.0,-1.0,16.0,175346.0,26556.0,0.0,405.0,15.0,-1.0,4406.0,6050.0,121.0,2400.0,26000.0,757080.0,48869.0,180.0,2249011.0,53368.0,26000.0,100000.0,47000.0,121058.0,27012.0,225992.0,18330.0,47792.0,21213.0,13500.0,50297.0,96355.0,60.0,0.0,30.0,-1.0,23.0,70311.0,480.0,17.0,3400.0,31930.0,9300.0,2520.0,10.0,320.0,14000.0,3100.0,288000.0,24.0,-1.0,3000.0,125.0,38687.0,236302.0,8100.0,268565.0,170849.0,15117.0,60.0,42.0,13790.0,21000.0,8.0,55660.0,1860.0,11523.0
2008,100475.0,0.0,730.0,90.0,6384.0,5861.0,97428.0,1055811.0,38985.0,500.0,260239.0,698016.0,2400.0,1440.0,1122.0,61743.0,61680.0,33.0,20724.0,248471.0,16.0,-1.0,56978.0,-1.0,15.0,211726.0,27353.0,0.0,365.0,15.0,-1.0,4327.0,5450.0,123.0,3300.0,33278.0,688680.0,43100.0,200.0,2796927.0,42000.0,33278.0,75957.0,35000.0,111959.0,27305.0,273780.0,18788.0,50687.0,23061.0,6240.0,47642.0,97727.0,67.0,0.0,32.0,-1.0,20.0,72000.0,480.0,17.0,3950.0,31900.0,9143.0,3000.0,10.0,330.0,14009.0,273.0,262000.0,27.0,-1.0,2400.0,122.0,37096.0,240948.0,7630.0,260442.0,173118.0,9035.0,60.0,41.0,13324.0,21200.0,8.0,50442.0,1620.0,4000.0
2009,20517.0,0.0,740.0,106.0,7143.0,6290.0,96433.0,1057540.0,46035.0,268.0,265469.0,682591.0,1800.0,1260.0,5510.0,60279.0,60240.0,9.0,19372.0,249275.0,18.0,-1.0,57491.0,-1.0,15.0,195871.0,28173.0,0.0,337.0,15.0,-1.0,4000.0,5410.0,124.0,3544.0,70405.0,468720.0,62350.0,220.0,2440056.0,54000.0,70405.0,92205.0,37506.0,91403.0,28270.0,243479.0,18924.0,48123.0,16332.0,7980.0,37950.0,76591.0,65.0,0.0,32.0,-1.0,18.0,63193.0,420.0,17.0,3950.0,31870.0,11700.0,2040.0,9.0,350.0,10122.0,281.0,262300.0,29.0,-1.0,2700.0,118.0,33624.0,231288.0,7410.0,264472.0,142945.0,12456.0,64.0,42.0,12961.0,22000.0,8.0,56315.0,1860.0,11982.0
2010,89960.0,0.0,770.0,91.0,7367.0,6425.0,94536.0,1105700.0,46290.0,307.0,370569.0,684076.0,600.0,600.0,4176.0,52272.0,52220.0,13.0,19319.0,248359.0,18.0,-1.0,58178.0,-1.0,24.0,166968.0,29018.0,0.0,308.0,15.0,-1.0,4281.0,5240.0,126.0,5270.0,49596.0,535380.0,40000.0,200.0,2907265.0,42000.0,49596.0,78712.0,38851.0,97171.0,27327.0,264605.0,19029.0,66584.0,15768.0,8430.0,21876.0,112636.0,60.0,0.0,31.0,-1.0,15.0,71687.0,420.0,16.0,3990.0,31840.0,11500.0,2400.0,6.0,364.0,12653.0,370.0,289600.0,30.0,-1.0,2835.0,114.0,31347.0,244335.0,7309.0,245271.0,94372.0,9121.0,56.0,45.0,12470.0,26161.0,10.0,48955.0,1200.0,9951.0
2011,41960.0,0.0,800.0,91.0,7714.0,6143.0,88526.0,1276506.0,52010.0,402.0,376823.0,638600.0,648.0,540.0,4015.0,84945.0,84870.0,19.0,21820.0,265406.0,20.0,-1.0,57706.0,-1.0,40.0,191371.0,30320.0,0.0,281.0,16.0,62.0,4327.0,5320.0,127.0,2977.0,65384.0,468540.0,60575.0,189.0,2700540.0,36300.0,65384.0,103882.0,39697.0,100083.0,27596.0,331547.0,19275.0,26322.0,15064.0,10150.0,27296.0,82095.0,65.0,0.0,30.0,-1.0,6.0,72109.0,420.0,16.0,3447.0,31810.0,12500.0,2613.0,4.0,349.0,8320.0,370.0,302000.0,31.0,-1.0,2920.0,111.0,23829.0,284347.0,7105.0,237056.0,32291.0,8099.0,71.0,46.0,9826.0,30454.0,10.0,42394.0,550.0,10192.0
2012,26340.0,0.0,900.0,90.0,8000.0,6312.0,88943.0,1260463.0,87330.0,425.0,275530.0,691163.0,650.0,540.0,5684.0,43678.0,43620.0,6.0,19995.0,272432.0,20.0,-1.0,57278.0,-1.0,35.0,186125.0,17907.0,0.0,235.0,18.0,88.0,4604.0,5560.0,130.0,2404.0,92064.0,462000.0,66204.0,170.0,3037534.0,49000.0,92064.0,86944.0,40507.0,117873.0,28137.0,320164.0,19828.0,38127.0,10427.0,7560.0,27009.0,89489.0,68.0,0.0,29.0,-1.0,6.0,60917.0,420.0,16.0,3175.0,31431.0,10843.0,2532.0,4.0,351.0,9135.0,370.0,314000.0,34.0,-1.0,2961.0,109.0,7340.0,343403.0,6901.0,246121.0,121426.0,6687.0,57.0,47.0,10049.0,35000.0,11.0,41461.0,600.0,12064.0
2013,22625.0,0.0,900.0,88.0,8100.0,6301.0,78364.0,1326688.0,92045.0,366.0,392006.0,675800.0,636.0,614.0,5699.0,49749.0,49680.0,7.0,18346.0,248668.0,22.0,-1.0,57647.0,-1.0,42.0,222894.0,18440.0,0.0,250.0,20.0,62.0,4412.0,5570.0,132.0,2145.0,116826.0,653160.0,71200.0,175.0,2964538.0,39800.0,116826.0,83949.0,58720.0,71381.0,29455.0,256241.0,19984.0,41800.0,14739.0,8944.0,16169.0,32864.0,70.0,0.0,25.0,-1.0,4.0,62069.0,420.0,15.0,3175.0,29560.0,10950.0,2100.0,4.0,354.0,10545.0,382.0,318200.0,35.0,-1.0,3018.0,113.0,7760.0,280697.0,6698.0,231596.0,103743.0,6984.0,58.0,48.0,7096.0,36000.0,11.0,37475.0,698.0,12550.0
2014,10405.0,0.0,799.0,86.0,8400.0,6380.0,75454.0,1406469.0,113580.0,430.0,419980.0,643900.0,643.0,416.0,6034.0,55588.0,55527.0,5.0,16379.0,231536.0,20.0,-1.0,57340.0,-1.0,35.0,220135.0,18677.0,0.0,233.0,21.0,68.0,4368.0,6089.0,133.0,1905.0,118057.0,728400.0,48982.0,169.0,2804070.0,51500.0,118057.0,89700.0,35232.0,90916.0,28582.0,222047.0,20357.0,38114.0,8186.0,9159.0,13470.0,41965.0,61.0,0.0,28.0,-1.0,11.0,48356.0,431.0,15.0,3670.0,29940.0,15500.0,2375.0,4.0,357.0,10258.0,386.0,304500.0,34.0,-1.0,3076.0,106.0,4225.0,282230.0,6494.0,214667.0,106944.0,5298.0,57.0,46.0,6688.0,36241.0,11.0,37950.0,736.0,15009.0
