,USSR,Australia & New Zealand,Australia,Pakistan,Ethiopia,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Albania,Brazil,Paraguay,Serbia,Slovenia,Montenegro,Argentina,Colombia,Spain,India,Ecuador,Madagascar,Republic of Moldova,Canada,Russian Federation,Switzerland,Belgium-Luxembourg,Egypt,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,France,Republic of Korea,Bolivia (Plurinational State of),Hungary,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,China,"China, mainland",Cyprus,Peru,Uruguay,New Zealand,Portugal,Netherlands,Guatemala,Slovakia,Bhutan,Turkmenistan,Iraq,Czechia,Nepal,Libya,Poland,Italy,Germany,Croatia,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Malta,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Afghanistan,Austria,Georgia,Azerbaijan,Bosnia and Herzegovina,Turkey,Cameroon,Tunisia,Venezuela (Bolivarian Republic of),Mexico,Czechoslovakia,South Africa,Bulgaria,Ukraine
1996,,86138.0,78638.0,45786.0,10.0,442.0,25894.0,105488.0,48632.0,2526.0,1600.0,103577.0,1560.0,,12172.0,,260000.0,-1.0,869700.0,95000.0,13220.0,7400.0,20100.0,41010.0,30000.0,231.0,,321000.0,7343.0,1003000.0,15800.0,463791.0,127540.0,35590.0,75562.0,1100.0,,191151.0,6000.0,1179000.0,2803413.0,2777000.0,2400.0,43965.0,30900.0,7500.0,75884.0,-1.0,32806.0,7806.0,-1.0,4000.0,23000.0,7975.0,9500.0,8900.0,-1.0,1754344.0,800.0,8098.0,72000.0,1117.0,58394.0,14100.0,35000.0,7502.0,280000.0,-1.0,800.0,42620.0,45291.0,26413.0,47220.0,504.0,168700.0,14454.0,10675.0,16000.0,6800.0,1500.0,360000.0,480.0,55000.0,11604.0,150811.0,,182801.0,69350.0,43700.0
1997,,107996.0,93986.0,46526.0,20.0,445.0,17140.0,105000.0,41158.0,1911.0,1800.0,128281.0,1424.0,,3997.0,,230274.0,-1.0,961928.0,100000.0,23148.0,7500.0,12450.0,29990.0,26000.0,235.0,,376969.0,3545.0,588574.0,14100.0,464000.0,146793.0,35590.0,53819.0,2200.0,,217787.0,4400.0,1429000.0,3177129.0,3147000.0,2500.0,41962.0,26822.0,14010.0,94919.0,-1.0,32971.0,6032.0,-1.0,5000.0,23500.0,7263.0,11000.0,9000.0,-1.0,1158010.0,300.0,6836.0,56000.0,863.0,46324.0,10600.0,33700.0,3765.0,242600.0,-1.0,786.0,23517.0,38697.0,30129.0,47648.0,500.0,175400.0,14800.0,9579.0,13000.0,7000.0,1164.0,355000.0,493.0,60000.0,13357.0,128604.0,,240566.0,49995.0,28100.0
1998,,101588.0,87564.0,48284.0,30.0,450.0,17881.0,114640.0,49400.0,1933.0,2000.0,140047.0,1500.0,,4983.0,,261648.0,-1.0,907400.0,101000.0,13052.0,7572.0,23540.0,31730.0,16000.0,306.0,,429853.0,6823.0,527580.0,12200.0,341300.0,151313.0,35590.0,64763.0,2300.0,,267165.0,1500.0,1292278.0,3237215.0,3210000.0,3000.0,18453.0,23747.0,14024.0,66034.0,-1.0,33134.0,8503.0,-1.0,6000.0,24000.0,8210.0,11374.0,9100.0,-1.0,1425600.0,700.0,8813.0,38500.0,1082.0,51221.0,16600.0,38700.0,6954.0,206300.0,600.0,750.0,43100.0,45153.0,27215.0,47100.0,542.0,169700.0,15179.0,8036.0,15058.0,12900.0,2031.0,410000.0,504.0,65000.0,15265.0,116014.0,,214040.0,42009.0,30900.0
1999,,110459.0,93459.0,33000.0,40.0,246.0,16100.0,110000.0,53900.0,1961.0,2000.0,131300.0,1400.0,,13362.0,,240000.0,5300.0,982327.0,114000.0,14324.0,7600.0,5100.0,32690.0,18000.0,409.0,,301191.0,9003.0,1024595.0,12000.0,477510.0,157177.0,36000.0,70960.0,2500.0,,317513.0,1300.0,1394170.0,3983395.0,3960000.0,2900.0,35465.0,25117.0,17000.0,88947.0,-1.0,33298.0,4911.0,-1.0,7000.0,22000.0,6932.0,12000.0,9200.0,2000.0,1766680.0,700.0,10211.0,29000.0,784.0,44407.0,11536.0,45341.0,11607.0,252600.0,500.0,800.0,41595.0,60911.0,23395.0,45800.0,551.0,158100.0,15692.0,9685.0,15161.0,11200.0,3028.0,400000.0,500.0,70000.0,22217.0,126112.0,,231549.0,38522.0,12200.0
2000,,129000.0,112000.0,32940.0,50.0,113.0,18347.0,116239.0,29700.0,2096.0,2000.0,182460.0,1322.0,,12181.0,,209634.0,4036.0,1129845.0,120000.0,18363.0,7500.0,14580.0,33280.0,29000.0,364.0,,240193.0,9512.0,949943.0,9300.0,480657.0,170044.0,36500.0,64121.0,2000.0,,350000.0,2770.0,1412404.0,3851919.0,3827000.0,3500.0,36728.0,30166.0,17000.0,63596.0,-1.0,33644.0,5327.0,-1.0,10000.0,20000.0,11197.0,11500.0,9500.0,1800.0,1655249.0,1000.0,9330.0,46400.0,1522.0,41635.0,26800.0,48025.0,6909.0,260000.0,600.0,750.0,42034.0,59140.0,24919.0,60100.0,544.0,174600.0,17031.0,9663.0,12808.0,11000.0,3550.0,430000.0,526.0,73000.0,20079.0,147211.0,,223064.0,41843.0,35200.0
2001,,122495.0,107703.0,37518.0,60.0,327.0,16700.0,115000.0,27600.0,3364.0,6100.0,222616.0,1250.0,,5432.0,,257768.0,5351.0,1082285.0,150000.0,13776.0,7490.0,12215.0,35100.0,32000.0,49.0,,247300.0,4600.0,943336.0,19000.0,458135.0,166275.0,35585.0,56682.0,1500.0,,380000.0,1100.0,1341643.0,4586160.0,4561893.0,2800.0,36076.0,15382.0,14792.0,26759.0,-1.0,33740.0,2113.0,-1.0,10000.0,17585.0,4764.0,12500.0,9713.0,4300.0,1679100.0,500.0,9046.0,48000.0,1222.0,44818.0,16000.0,46130.0,8072.0,290000.0,463.0,800.0,37635.0,57674.0,24267.0,53200.0,552.0,175600.0,16958.0,8176.0,10246.0,10400.0,3724.0,460000.0,538.0,75000.0,16099.0,175752.0,,173868.0,13132.0,19600.0
2002,,128489.0,117474.0,76300.0,70.0,364.0,13000.0,122000.0,24300.0,3682.0,4000.0,218292.0,1278.0,,10539.0,,211922.0,4981.0,1275830.0,159961.0,16857.0,7515.0,10497.0,28817.0,45000.0,121.0,,339266.0,6300.0,687000.0,20000.0,455461.0,187542.0,34000.0,22175.0,1400.0,,385000.0,2369.0,1422020.0,5259802.0,5230436.0,4000.0,40383.0,7545.0,11015.0,60104.0,-1.0,33835.0,2591.0,-1.0,15000.0,15000.0,9196.0,12300.0,10000.0,2600.0,1586589.0,500.0,10120.0,45500.0,1563.0,45608.0,10500.0,54800.0,14010.0,293000.0,812.0,825.0,35325.0,65767.0,29366.0,66920.0,544.0,175100.0,16920.0,6698.0,4820.0,10623.0,4576.0,455000.0,530.0,82000.0,20865.0,197946.0,,189647.0,10133.0,19650.0
2003,,134309.0,126983.0,76223.0,80.0,520.0,18000.0,118566.0,26700.0,3834.0,4400.0,220364.0,1300.0,,6048.0,,255785.0,6027.0,1270820.0,175614.0,4011.0,7557.0,15685.0,29220.0,40000.0,110.0,,302667.0,7275.0,228000.0,12000.0,347218.0,189413.0,20000.0,31940.0,2800.0,,390000.0,1990.0,1341001.0,6179365.0,6148100.0,3800.0,37489.0,10635.0,7326.0,56927.0,-1.0,33930.0,4207.0,0.0,18000.0,13000.0,9090.0,17500.0,9882.0,12462.0,1175855.0,353.0,6631.0,45500.0,1151.0,59164.0,9500.0,55100.0,8682.0,304000.0,747.0,859.0,35000.0,73964.0,31265.0,71650.0,516.0,157000.0,18200.0,7259.0,13010.0,11383.0,2460.0,470000.0,583.0,92000.0,23173.0,223883.0,,249290.0,16544.0,32900.0
2004,,108750.0,99489.0,69586.0,90.0,500.0,19629.0,118870.0,34500.0,7000.0,4800.0,235720.0,1260.0,,14418.0,,272442.0,6029.0,987574.0,190711.0,2253.0,7654.0,13498.0,29758.0,42000.0,89.0,,360937.0,11602.0,875544.0,12600.0,396652.0,200534.0,15814.0,82609.0,3500.0,,415451.0,3611.0,1429814.0,7040467.0,7010985.0,4015.0,35887.0,14114.0,9261.0,52041.0,-1.0,34339.0,4753.0,574.0,19000.0,12000.0,8288.0,13597.0,9750.0,14339.0,1710010.0,922.0,9464.0,51000.0,1290.0,61862.0,11400.0,54390.0,13129.0,311000.0,1403.0,836.0,27400.0,80462.0,29482.0,89030.0,525.0,151900.0,16800.0,8572.0,2863.0,6664.0,4275.0,372000.0,620.0,100000.0,14016.0,201957.0,,183652.0,22484.0,25900.0
2005,,138773.0,130171.0,70305.0,100.0,459.0,29797.0,124000.0,34100.0,11049.0,5600.0,235471.0,1270.0,,13337.0,,272500.0,8554.0,1260878.0,194525.0,6947.0,7808.0,16887.0,22466.0,38000.0,166.0,,360000.0,11041.0,864406.0,17000.0,402646.0,223701.0,16597.0,48390.0,3000.0,,460725.0,3500.0,1301901.0,7649675.0,7624207.0,4030.0,35802.0,15871.0,8602.0,52041.0,-1.0,34339.0,3608.0,2576.0,23000.0,11000.0,4861.0,13653.0,10112.0,9590.0,1693151.0,754.0,7110.0,56300.0,1244.0,55511.0,25500.0,54600.0,14375.0,311000.0,878.0,837.0,51600.0,95059.0,25468.0,68960.0,546.0,174000.0,16100.0,8229.0,10194.0,16007.0,5640.0,510000.0,657.0,105000.0,23214.0,208185.0,,172631.0,14827.0,32000.0
2006,,148270.0,139570.0,71266.0,103.0,431.0,17408.0,120000.0,37400.0,11277.0,7540.0,199719.0,1277.0,59127.0,11158.0,3814.0,260000.0,12933.0,1245527.0,205280.0,7000.0,8000.0,8514.0,32049.0,20000.0,203.0,,427639.0,10532.0,767938.0,18000.0,394541.0,193816.0,17000.0,67554.0,3800.0,,490802.0,2280.0,1132529.0,8243298.0,8214790.0,4000.0,32797.0,17267.0,8700.0,50075.0,-1.0,34797.0,4415.0,2421.0,19000.0,10000.0,3541.0,13721.0,10400.0,5520.0,1664806.0,800.0,6943.0,66538.0,1542.0,,40000.0,71700.0,14032.0,345000.0,1924.0,840.0,56084.0,117504.0,28508.0,63552.0,551.0,146300.0,14700.0,9160.0,5300.0,16816.0,7239.0,552775.0,695.0,110000.0,30241.0,222063.0,,166955.0,21709.0,8500.0
2007,,139116.0,130916.0,82392.0,110.0,415.0,16980.0,118842.0,41300.0,12066.0,7500.0,185959.0,1287.0,65624.0,9252.0,3721.0,270000.0,10917.0,1221073.0,220621.0,7200.0,8500.0,6963.0,33670.0,42800.0,129.0,,425273.0,10461.0,816009.0,13700.0,364947.0,184497.0,22376.0,40820.0,5500.0,,547338.0,2110.0,1279312.0,9080210.0,9051775.0,4111.0,36879.0,17607.0,8200.0,43641.0,-1.0,34222.0,2389.0,3136.0,28000.0,3500.0,3587.0,13743.0,10600.0,3614.0,1630436.0,810.0,6135.0,68000.0,1712.0,,63868.0,77429.0,26437.0,370000.0,606.0,840.0,57393.0,75174.0,28435.0,65318.0,558.0,150200.0,13622.0,8005.0,8200.0,15623.0,7442.0,539435.0,758.0,101000.0,39868.0,192261.0,,170005.0,18788.0,14800.0
2008,,136100.0,128000.0,83670.0,110.0,388.0,16432.0,118834.0,42000.0,12512.0,9000.0,239149.0,1308.0,62666.0,6780.0,3482.0,272353.0,15779.0,1244291.0,227681.0,7300.0,8945.0,9093.0,28838.0,31000.0,150.0,,399416.0,11252.0,855200.0,22700.0,299096.0,189064.0,27260.0,47508.0,17000.0,,574958.0,1550.0,1304350.0,9563680.0,9534351.0,4153.0,43339.0,18641.0,8100.0,38528.0,-1.0,34222.0,4192.0,2125.0,27000.0,2500.0,3730.0,13776.0,10731.0,12096.0,1589118.0,850.0,7348.0,75000.0,1615.0,,41651.0,75190.0,29049.0,372000.0,1280.0,868.0,56400.0,118757.0,29329.0,96502.0,617.0,157300.0,24960.0,8389.0,13700.0,19302.0,8315.0,551906.0,794.0,110000.0,38782.0,190961.0,,182784.0,14908.0,22700.0
2009,,125188.0,117188.0,53994.0,112.0,377.0,17132.0,118745.0,30500.0,12838.0,11047.0,216236.0,1318.0,77230.0,9950.0,3796.0,300000.0,20028.0,1234886.0,234060.0,8000.0,9369.0,10035.0,25850.0,32000.0,186.0,,363209.0,10266.0,821900.0,19000.0,332050.0,198317.0,32811.0,61400.0,15000.0,,496130.0,1890.0,1200750.0,10170038.0,10141200.0,4001.0,45497.0,19070.0,8000.0,40040.0,-1.0,34089.0,3209.0,1234.0,29000.0,1526.0,3183.0,13803.0,10800.0,12536.0,1691788.0,780.0,10110.0,82000.0,1824.0,,57883.0,86726.0,31424.0,388000.0,1343.0,895.0,62628.0,147400.0,28838.0,80092.0,617.0,150700.0,16752.0,8837.0,17600.0,19336.0,8872.0,547219.0,791.0,118000.0,38000.0,198085.0,,159444.0,17187.0,19600.0
2010,,114329.0,107667.0,52579.0,127.0,343.0,11241.0,118503.0,30482.0,13184.0,11525.0,222402.0,1327.0,68636.0,7962.0,3612.0,280009.0,18476.0,1286456.0,244000.0,6578.0,9744.0,14539.0,25668.0,28000.0,204.0,,273256.0,10211.0,738400.0,20000.0,311002.0,138580.0,33278.0,54193.0,17700.0,,496130.0,2120.0,1254818.0,10597108.0,10568760.0,3532.0,44052.0,22971.0,6662.0,33000.0,-1.0,30482.0,1904.0,779.0,30558.0,1452.0,1802.0,14326.0,11500.0,9317.0,1590660.0,670.0,8914.0,92000.0,2119.0,,23805.0,85204.0,20833.0,356705.0,902.0,922.0,48788.0,156890.0,28348.0,65763.0,597.0,136700.0,13400.0,8466.0,6900.0,16707.0,8707.0,534903.0,760.0,117000.0,41104.0,227421.0,,164231.0,24467.0,22100.0
2011,,102668.0,97547.0,54378.0,136.0,354.0,22494.0,116000.0,30210.0,15546.0,13100.0,222180.0,1336.0,75233.0,8603.0,3747.0,281273.0,19849.0,1336362.0,243000.0,5224.0,10049.0,15398.0,26124.0,32000.0,160.0,,332487.0,9039.0,821000.0,23000.0,301770.0,185078.0,34219.0,43145.0,15500.0,,476446.0,2220.0,1176611.0,11012747.0,10983028.0,3686.0,45526.0,26142.0,5121.0,34520.0,-1.0,31280.0,1750.0,1694.0,33262.0,1726.0,2091.0,14390.0,12276.0,8695.0,1636753.0,577.0,11824.0,139073.0,2040.0,,43824.0,74771.0,26939.0,362416.0,1608.0,948.0,54361.0,180319.0,29719.0,54216.0,567.0,139800.0,15016.0,10023.0,19100.0,18014.0,8718.0,545902.0,861.0,120000.0,45416.0,167285.0,,156819.0,28422.0,33400.0
2012,,103864.0,100462.0,55621.0,150.0,447.0,17428.0,118500.0,30811.0,16848.0,14680.0,232987.0,1350.0,64317.0,6203.0,3857.0,284997.0,25083.0,1171858.0,250000.0,4383.0,10300.0,8179.0,25038.0,30000.0,224.0,,285194.0,8987.0,825874.0,27500.0,275309.0,201863.0,34929.0,16900.0,11800.0,,519000.0,2260.0,1049613.0,11459477.0,11430347.0,3520.0,47506.0,24193.0,3402.0,30157.0,-1.0,31788.0,2012.0,1615.0,34973.0,2004.0,1561.0,15889.0,13500.0,9079.0,1331620.0,571.0,6130.0,154000.0,2102.0,,63528.0,70720.0,39826.0,367319.0,730.0,1000.0,59095.0,177986.0,29130.0,102261.0,570.0,135200.0,15997.0,7986.0,7100.0,23596.0,7706.0,575730.0,1000.0,128000.0,60486.0,162866.0,,175665.0,25214.0,22900.0
2013,,95790.0,92283.0,60880.0,145.0,446.0,19130.0,118000.0,30078.0,17972.0,14430.0,217706.0,1349.0,91008.0,6998.0,1459.0,288005.0,25584.0,1329852.0,250000.0,4105.0,10200.0,16899.0,28281.0,33000.0,225.0,,281119.0,11034.0,449500.0,30000.0,233752.0,193243.0,38360.0,45640.0,12100.0,,545931.0,1670.0,967059.0,11951241.0,11924085.0,3367.0,50197.0,18466.0,3507.0,22839.0,-1.0,32241.0,2367.0,854.0,36842.0,2451.0,2290.0,13444.0,13731.0,10443.0,1401795.0,543.0,5944.0,170000.0,2077.0,,55809.0,76411.0,42041.0,371331.0,606.0,1000.0,54753.0,192203.0,27156.0,65788.0,568.0,124700.0,18122.0,8571.0,23700.0,26607.0,8327.0,637543.0,966.0,127000.0,75079.0,161268.0,,170537.0,37308.0,37400.0
2014,,73630.0,70349.0,66792.0,155.0,583.0,24713.0,119888.0,29635.0,19096.0,14420.0,211109.0,1262.0,91348.0,5350.0,1276.0,291014.0,29118.0,1573640.0,260000.0,4018.0,10146.0,10180.0,27294.0,35000.0,273.0,,290001.0,11558.0,962580.0,31200.0,231000.0,210335.0,39556.0,40010.0,12000.0,,575457.0,1777.0,959983.0,12452377.0,12423700.0,3663.0,52610.0,19422.0,3281.0,41053.0,-1.0,33520.0,1971.0,612.0,38731.0,2391.0,1073.0,13169.0,12261.0,9770.0,1379428.0,519.0,5223.0,200000.0,2135.0,,74438.0,73802.0,43199.0,355634.0,664.0,990.0,43668.0,175174.0,28677.0,52138.0,566.0,137000.0,20204.0,8838.0,24700.0,28096.0,8763.0,608513.0,988.0,138000.0,73233.0,173464.0,,165475.0,30483.0,22500.0
