,Kenya,"China, Taiwan Province of",Belarus,Croatia,Syrian Arab Republic,United Republic of Tanzania,Nepal,Denmark,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Norway,Australia & New Zealand,Yugoslav SFR,Algeria,Slovenia,Madagascar,Latvia,Ukraine,Israel,Belgium,Switzerland,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Uzbekistan,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Portugal,Poland,"China, mainland",Russian Federation,Italy,India,Luxembourg,Bolivia (Plurinational State of),Peru,Serbia and Montenegro,Cameroon,Serbia,Tajikistan,Armenia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,Germany,Austria,Morocco,Bhutan,Sweden,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Turkmenistan,France,South Africa,Australia,Lithuania,Netherlands,Belgium-Luxembourg,Slovakia,Swaziland,Republic of Moldova,Turkey
2003,79719.0,91620.0,33582.0,21629.0,103024.0,60000.0,92157.0,55273.0,51043.0,75000.0,34418.0,120022.0,39038.0,90522.0,-1.0,44560.0,19238.0,43590.0,12038.0,57288.0,101671.0,56122.0,379748.0,37394.0,37760.0,68732.0,125085.0,22077.0,31368.0,51852.0,87732.0,52453.0,90745.0,28571.0,31137.0,180659.0,52176.0,-1.0,23793.0,997.0,86233.0,43862.0,31206.0,27586.0,100487.0,66667.0,6272.0,60952.0,57710.0,41245.0,41388.0,-1.0,1636.0,53529.0,151000.0,53632.0,70846.0,88962.0,53333.0,23529.0,113071.0,52051.0,24990.0,160667.0,112831.0,88922.0,-1.0,35991.0,75421.0,60784.0,43911.0,105937.0,138998.0,72838.0,-1.0,29290.0,-1.0,48680.0,96270.0,56000.0,70154.0,36787.0,70000.0,100000.0,129245.0,86601.0,94809.0,18513.0,159232.0,-1.0,25351.0,53333.0,23992.0,112752.0
2004,100000.0,97089.0,49861.0,29129.0,101945.0,56250.0,70240.0,53276.0,51934.0,145246.0,35017.0,109065.0,45427.0,70935.0,-1.0,48082.0,21096.0,43909.0,14452.0,76344.0,115409.0,28646.0,342574.0,37381.0,85273.0,47270.0,137846.0,19980.0,32286.0,86667.0,91217.0,51270.0,119545.0,33333.0,42308.0,172891.0,75924.0,-1.0,38219.0,7034.0,84004.0,52272.0,32129.0,29667.0,144694.0,70000.0,10818.0,42248.0,52201.0,42011.0,40000.0,-1.0,2500.0,44000.0,138776.0,54374.0,86306.0,89146.0,66667.0,26778.0,74415.0,54949.0,24953.0,66357.0,128770.0,82730.0,-1.0,42678.0,85702.0,60400.0,49197.0,170620.0,139158.0,63733.0,18500.0,23077.0,-1.0,51656.0,49050.0,52770.0,82862.0,37500.0,95000.0,105000.0,119176.0,95877.0,72792.0,19739.0,168945.0,-1.0,21887.0,54123.0,27320.0,110526.0
2005,123457.0,83220.0,60617.0,29048.0,104192.0,60000.0,70231.0,53276.0,55366.0,77354.0,34077.0,113445.0,35649.0,67643.0,-1.0,46207.0,21655.0,44149.0,25077.0,76806.0,111742.0,45455.0,188071.0,37344.0,87013.0,67791.0,144000.0,19994.0,34780.0,72500.0,86908.0,52320.0,121429.0,33333.0,28100.0,173611.0,39920.0,-1.0,32000.0,6065.0,84105.0,43890.0,34667.0,28576.0,143702.0,73300.0,6667.0,42625.0,51478.0,22913.0,41976.0,-1.0,3279.0,59231.0,136190.0,50629.0,85623.0,93502.0,25000.0,26688.0,120076.0,54955.0,11918.0,100165.0,175323.0,80932.0,-1.0,29833.0,85603.0,63335.0,46256.0,87931.0,123144.0,77215.0,21580.0,33085.0,-1.0,50858.0,66303.0,64984.0,72092.0,37500.0,84211.0,166667.0,112835.0,110146.0,68526.0,21307.0,185185.0,-1.0,20339.0,53846.0,20477.0,115789.0
2006,160000.0,79809.0,85203.0,19180.0,122735.0,53333.0,70237.0,53276.0,54082.0,78932.0,33839.0,107365.0,43210.0,50535.0,-1.0,54003.0,21572.0,44186.0,20893.0,60237.0,113073.0,42105.0,265382.0,37302.0,76170.0,54592.0,139322.0,19876.0,35081.0,66301.0,86663.0,52387.0,120097.0,42667.0,35061.0,168276.0,106892.0,42623.0,69286.0,4526.0,100107.0,44336.0,34983.0,15291.0,138326.0,76190.0,6667.0,42885.0,51111.0,-1.0,42159.0,33916.0,3607.0,53571.0,141000.0,68019.0,69256.0,96364.0,50000.0,20316.0,87088.0,56061.0,13953.0,149881.0,222934.0,80674.0,-1.0,27998.0,86111.0,66271.0,45714.0,112251.0,130956.0,100375.0,26980.0,24615.0,-1.0,49378.0,75849.0,64615.0,74692.0,38899.0,90000.0,186667.0,123959.0,95691.0,50055.0,28600.0,190265.0,-1.0,21414.0,53659.0,37869.0,113268.0
2007,160000.0,81689.0,46259.0,20074.0,126259.0,55000.0,70221.0,50000.0,54457.0,83672.0,33567.0,111694.0,37839.0,57650.0,-1.0,30856.0,24081.0,44444.0,7022.0,53463.0,109913.0,70423.0,301024.0,37500.0,117580.0,57552.0,165079.0,20102.0,31141.0,66292.0,92826.0,52421.0,121528.0,47222.0,35504.0,167785.0,46156.0,45075.0,68857.0,844.0,98748.0,24098.0,31038.0,31771.0,141066.0,77465.0,7258.0,43231.0,65909.0,-1.0,42366.0,34028.0,2286.0,77635.0,155405.0,61842.0,71803.0,89704.0,62500.0,18685.0,96559.0,56901.0,14154.0,93728.0,238462.0,96097.0,-1.0,62319.0,83077.0,69349.0,45278.0,144033.0,111503.0,96874.0,20780.0,25000.0,-1.0,45127.0,48886.0,64444.0,53045.0,37500.0,80000.0,206667.0,132229.0,95996.0,57728.0,5137.0,183333.0,-1.0,24117.0,54267.0,7164.0,124547.0
2008,146459.0,73839.0,78496.0,20006.0,122308.0,52000.0,70220.0,47231.0,54710.0,93333.0,33289.0,115521.0,36413.0,59885.0,-1.0,39881.0,20870.0,45519.0,13743.0,67079.0,102155.0,10989.0,156314.0,37080.0,58110.0,59389.0,149582.0,18946.0,31595.0,79268.0,60984.0,52599.0,119048.0,57143.0,36709.0,160274.0,84256.0,45715.0,64500.0,2119.0,111916.0,53755.0,31515.0,38136.0,140628.0,78510.0,21081.0,43410.0,51860.0,-1.0,42886.0,32401.0,3857.0,81272.0,284091.0,50615.0,86093.0,98571.0,70000.0,23940.0,106394.0,53846.0,8718.0,125943.0,251932.0,93409.0,-1.0,54314.0,85000.0,88889.0,45000.0,69097.0,174556.0,80615.0,20700.0,30000.0,-1.0,47387.0,63126.0,62857.0,61045.0,38333.0,102817.0,187500.0,86104.0,96377.0,60534.0,13417.0,185694.0,-1.0,24124.0,54328.0,29011.0,127930.0
2009,138041.0,79704.0,101206.0,49502.0,112359.0,60000.0,70153.0,44263.0,50510.0,105306.0,33018.0,113870.0,36475.0,51123.0,-1.0,49442.0,22190.0,46077.0,15593.0,68693.0,107972.0,50847.0,300235.0,36941.0,65802.0,58781.0,136800.0,20769.0,32311.0,79545.0,80997.0,52880.0,120141.0,38889.0,33636.0,160000.0,80461.0,44535.0,54222.0,1278.0,117607.0,57365.0,32229.0,38764.0,134601.0,79295.0,46757.0,55060.0,46447.0,-1.0,43604.0,31841.0,3014.0,67344.0,149306.0,64420.0,69435.0,98857.0,75200.0,14891.0,125902.0,55394.0,10145.0,149763.0,251932.0,82572.0,-1.0,59293.0,103333.0,60714.0,48462.0,161231.0,197406.0,85661.0,20177.0,39621.0,-1.0,47600.0,71456.0,62069.0,49081.0,38235.0,88115.0,186111.0,126691.0,95090.0,50666.0,24009.0,200453.0,-1.0,24064.0,54418.0,16757.0,126692.0
2010,129144.0,85313.0,97280.0,59841.0,69418.0,62857.0,70229.0,38261.0,49197.0,107857.0,32757.0,107128.0,39351.0,55516.0,-1.0,56557.0,22930.0,46616.0,5000.0,78827.0,118113.0,31034.0,165585.0,36790.0,85552.0,56702.0,71335.0,19696.0,33410.0,84783.0,90577.0,51765.0,114972.0,57500.0,32581.0,166984.0,97797.0,49436.0,48800.0,5590.0,101080.0,46867.0,33318.0,34091.0,145929.0,80000.0,36216.0,54458.0,45271.0,-1.0,40909.0,32834.0,3108.0,26133.0,151724.0,78530.0,69900.0,90563.0,65417.0,13483.0,121988.0,50212.0,19063.0,70385.0,251932.0,83061.0,-1.0,31457.0,113049.0,56452.0,46514.0,108288.0,145728.0,87980.0,19626.0,51429.0,-1.0,46989.0,90186.0,64556.0,41279.0,43735.0,123374.0,192080.0,136027.0,94964.0,56116.0,9854.0,199512.0,-1.0,27951.0,54000.0,29435.0,123237.0
2011,121692.0,85002.0,101763.0,56886.0,74860.0,65000.0,71040.0,37101.0,48435.0,105000.0,32509.0,100349.0,27871.0,52809.0,-1.0,63911.0,22760.0,47135.0,8118.0,69793.0,142549.0,32727.0,377552.0,36631.0,111920.0,60008.0,122141.0,19442.0,34090.0,92459.0,78159.0,54094.0,116397.0,60000.0,34603.0,169528.0,49526.0,44981.0,41923.0,6032.0,111474.0,45333.0,34007.0,40533.0,135204.0,80769.0,42162.0,54277.0,43942.0,-1.0,46799.0,34635.0,3600.0,77544.0,152188.0,61293.0,75758.0,89651.0,61265.0,14633.0,135285.0,50997.0,22048.0,80594.0,227070.0,82913.0,-1.0,31977.0,100917.0,62923.0,32761.0,129243.0,183385.0,85798.0,18125.0,54000.0,-1.0,47206.0,84109.0,70585.0,60829.0,46199.0,164444.0,218023.0,95785.0,95680.0,53027.0,11818.0,205257.0,-1.0,30645.0,54948.0,19129.0,136685.0
2012,119415.0,86250.0,104255.0,23221.0,72076.0,68889.0,69204.0,36923.0,47049.0,104667.0,31250.0,99995.0,26546.0,53701.0,-1.0,49526.0,22814.0,48889.0,8630.0,76667.0,196436.0,54545.0,156747.0,36250.0,120214.0,66426.0,142516.0,20183.0,33719.0,94399.0,91977.0,58333.0,117873.0,60000.0,35057.0,168532.0,56934.0,46153.0,53909.0,5330.0,104495.0,53089.0,33640.0,38348.0,148030.0,79630.0,23243.0,55348.0,38341.0,-1.0,59091.0,19830.0,4211.0,105494.0,66552.0,55197.0,75084.0,75013.0,61988.0,18021.0,126928.0,52512.0,39391.0,84703.0,209569.0,82435.0,-1.0,20474.0,100770.0,60000.0,30617.0,92071.0,120360.0,88043.0,18316.0,49696.0,-1.0,43829.0,61928.0,70318.0,73088.0,52174.0,171379.0,223225.0,108424.0,96506.0,53844.0,9091.0,211002.0,-1.0,34696.0,57692.0,26206.0,145117.0
2013,109524.0,92428.0,27294.0,69737.0,75985.0,68833.0,70351.0,52143.0,45667.0,141875.0,31250.0,99188.0,35906.0,54160.0,-1.0,61306.0,22639.0,47778.0,14294.0,95599.0,141825.0,44444.0,196527.0,36312.0,84323.0,65784.0,124689.0,20128.0,33964.0,88468.0,101278.0,55791.0,117664.0,67500.0,34302.0,169233.0,62663.0,-1.0,48900.0,8539.0,91631.0,56256.0,33888.0,41888.0,152385.0,80000.0,42432.0,57061.0,50154.0,-1.0,51233.0,31602.0,4125.0,79091.0,150000.0,92382.0,74150.0,98701.0,62488.0,14549.0,103855.0,52145.0,63871.0,67831.0,245223.0,78134.0,-1.0,39066.0,102065.0,63626.0,30571.0,125871.0,158659.0,74814.0,16667.0,52000.0,-1.0,42532.0,75353.0,71846.0,80789.0,41339.0,147561.0,232113.0,98011.0,97331.0,54412.0,10000.0,216747.0,-1.0,41349.0,55574.0,37513.0,154817.0
2014,102028.0,95206.0,9362.0,16667.0,77025.0,65647.0,61172.0,52295.0,44283.0,128453.0,31832.0,103158.0,32279.0,52191.0,-1.0,65337.0,22779.0,48077.0,9008.0,87731.0,166479.0,48780.0,307365.0,36457.0,82632.0,66130.0,137696.0,20073.0,34203.0,100428.0,112559.0,54501.0,117471.0,65000.0,33548.0,170289.0,61304.0,-1.0,50716.0,1739.0,142806.0,64133.0,34149.0,40580.0,157930.0,81522.0,37568.0,49986.0,44927.0,-1.0,48385.0,30881.0,4217.0,101106.0,155000.0,94097.0,76897.0,87441.0,62989.0,17151.0,136896.0,51779.0,50533.0,83619.0,242946.0,77367.0,-1.0,31971.0,103360.0,63820.0,30525.0,146232.0,147567.0,62685.0,17200.0,46516.0,-1.0,48086.0,74421.0,73373.0,80556.0,50980.0,146039.0,241001.0,114118.0,98156.0,52241.0,10000.0,222491.0,-1.0,45635.0,55106.0,47180.0,132566.0
