,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,South Africa,Eritrea,New Caledonia,Rwanda,Libya,Mozambique,Yugoslav SFR,Mongolia,Guatemala,French Polynesia,Algeria,Slovenia,Iceland,Senegal,Madagascar,Tajikistan,Ukraine,Norway,Haiti,Bhutan,Guinea,Israel,Saudi Arabia,Dominica,Fiji,Cabo Verde,Chad,Belgium,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Malta,Colombia,Latvia,Sudan (former),Portugal,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Mauritius,Suriname,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Comoros,Armenia,Dominican Republic,Uzbekistan,South Sudan,El Salvador,Benin,Denmark,Canada,Japan,Afghanistan,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Philippines,Morocco,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Zambia,Democratic Republic of the Congo,Thailand,Pakistan,Kuwait,Cuba,Turkey,Czechia,Argentina,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Paraguay,Austria,Niger,Sao Tome and Principe,Czechoslovakia,Ethiopia PDR,Congo,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Jordan,Mexico,Nigeria,Viet Nam,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Spain,Yemen,Italy,Polynesia,Panama,Swaziland,Australia,Egypt,Lithuania,Finland,Netherlands,Mauritania,Angola,Guyana,New Zealand,Republic of Moldova,Belgium-Luxembourg
1961,8400.0,114050.0,-1.0,-1.0,12730.0,0.0,1114050.0,3715.0,503056.0,2000.0,71747.0,5200.0,40000.0,-1.0,232233.0,-1.0,70000.0,5800.0,2319.0,55847.0,8000.0,202.0,12.0,61669.0,-1.0,180.0,14702.0,3000.0,2400.0,507000.0,4500.0,2500.0,50.0,26750.0,-1.0,700.0,300.0,72000.0,-1.0,-1.0,149000.0,190.0,2380.0,2700.0,13000.0,195.0,1914.0,10.0,300.0,1410.0,-1.0,108000.0,1286.0,24216.0,-1.0,10125.0,-1.0,360.0,3745463.0,4282.0,70500.0,-1.0,41800.0,152030.0,221000.0,6000.0,-1.0,836000.0,0.0,137115.0,562100.0,-1.0,-1.0,-1.0,762.0,53.0,1718000.0,30000.0,21600.0,6024000.0,1000000.0,-1.0,200.0,9600.0,-1.0,141500.0,249427.0,10000.0,-1.0,35600.0,-1.0,7920.0,0.0,-1.0,1100.0,-1.0,-1.0,620.0,175282.0,155000.0,260630.0,632590.0,15000.0,1880.0,-1.0,25186.0,10045.0,23827.0,38719.0,0.0,64835.0,981000.0,30000.0,348.0,11500.0,317.0,13800.0,0.0,7700.0,160000.0,-1.0,135000.0,27.0,1710.0,-1.0,449000.0,15.0,960.0,354000.0,0.0,300.0,1124181.0,42140.0,50.0,105589.0,5000.0,21715000.0,610000.0,35410.0,1081.0,4350.0,51666.0,1700.0,3000.0,216000.0,254000.0,10794.0,-1.0,1700.0,458000.0,3680.0,681000.0,50.0,2000.0,461.0,48000.0,63914.0,-1.0,182000.0,270000.0,152.0,3000.0,0.0,23747.0,-1.0,117000.0
1962,9300.0,113375.0,-1.0,-1.0,13251.0,0.0,1463375.0,4246.0,517168.0,2000.0,81727.0,5200.0,40300.0,-1.0,343191.0,-1.0,61000.0,6300.0,2412.0,57871.0,8000.0,162.0,17.0,61669.0,-1.0,130.0,20421.0,2500.0,2936.0,531000.0,2700.0,2500.0,50.0,23861.0,-1.0,710.0,500.0,65000.0,-1.0,-1.0,148000.0,260.0,2460.0,3000.0,14000.0,195.0,1974.0,15.0,300.0,1410.0,-1.0,104000.0,1138.0,28440.0,-1.0,12150.0,-1.0,360.0,3647138.0,3805.0,64800.0,-1.0,41800.0,159030.0,200000.0,6500.0,-1.0,883000.0,0.0,133275.0,512000.0,-1.0,-1.0,-1.0,1034.0,44.0,1669000.0,30000.0,22000.0,6362000.0,1350000.0,-1.0,200.0,9600.0,-1.0,144500.0,250220.0,10080.0,-1.0,37200.0,-1.0,7958.0,0.0,-1.0,1000.0,-1.0,-1.0,646.0,170598.0,166000.0,259550.0,665250.0,15000.0,1880.0,-1.0,24128.0,12507.0,21662.0,42322.0,0.0,64662.0,950000.0,31000.0,275.0,12850.0,317.0,13000.0,0.0,7600.0,205000.0,-1.0,153630.0,50.0,1700.0,-1.0,404000.0,16.0,1280.0,336000.0,0.0,300.0,1140756.0,42580.0,300.0,113566.0,4840.0,21245000.0,660000.0,34280.0,1226.0,3925.0,58014.0,1700.0,3000.0,212000.0,270000.0,9273.0,-1.0,1312.0,445000.0,3780.0,678000.0,50.0,2200.0,347.0,58000.0,67147.0,-1.0,180000.0,270000.0,152.0,4700.0,0.0,23727.0,-1.0,118000.0
1963,9400.0,114651.0,-1.0,-1.0,10074.0,0.0,1554651.0,5754.0,539413.0,2000.0,75159.0,6400.0,40500.0,-1.0,288782.0,-1.0,80000.0,6500.0,1663.0,55442.0,8800.0,180.0,11.0,57600.0,-1.0,120.0,10657.0,2500.0,2740.0,544000.0,2700.0,3500.0,55.0,28569.0,-1.0,710.0,500.0,66510.0,-1.0,-1.0,132000.0,320.0,2540.0,2500.0,12000.0,208.0,2015.0,49.0,300.0,1530.0,-1.0,114000.0,1536.0,30119.0,-1.0,13150.0,-1.0,360.0,3470726.0,4060.0,71250.0,-1.0,51850.0,164030.0,178000.0,6000.0,-1.0,863000.0,0.0,127095.0,561000.0,-1.0,-1.0,-1.0,1348.0,36.0,1633000.0,30000.0,21600.0,6366000.0,1440000.0,-1.0,150.0,10400.0,-1.0,147500.0,278776.0,10200.0,-1.0,37571.0,-1.0,8502.0,0.0,-1.0,2200.0,-1.0,-1.0,646.0,177077.0,136000.0,251560.0,664760.0,15000.0,1880.0,-1.0,24565.0,17181.0,21063.0,30940.0,0.0,61164.0,939700.0,32000.0,352.0,13425.0,317.0,15000.0,0.0,6800.0,240000.0,-1.0,172530.0,60.0,1732.0,-1.0,555000.0,16.0,1680.0,331000.0,0.0,300.0,1148496.0,45490.0,500.0,146795.0,4440.0,21295000.0,640000.0,41935.0,1044.0,4025.0,57707.0,1700.0,3000.0,208000.0,276400.0,11187.0,-1.0,1820.0,452000.0,3880.0,664000.0,55.0,2200.0,360.0,52000.0,67466.0,-1.0,183000.0,250000.0,160.0,5100.0,0.0,23159.0,-1.0,104000.0
1964,10200.0,119211.0,-1.0,-1.0,8974.0,0.0,1649211.0,5334.0,537963.0,2080.0,69456.0,4000.0,41400.0,-1.0,369229.0,-1.0,84000.0,7000.0,1663.0,55442.0,8800.0,181.0,7.0,60000.0,-1.0,150.0,11535.0,2000.0,2750.0,566000.0,2700.0,3500.0,60.0,30388.0,-1.0,710.0,500.0,67380.0,-1.0,-1.0,130000.0,400.0,2570.0,2000.0,12000.0,208.0,2057.0,24.0,300.0,1530.0,-1.0,100000.0,1589.0,31526.0,-1.0,12100.0,-1.0,240.0,3275778.0,3877.0,62500.0,-1.0,51850.0,152034.0,161000.0,4460.0,-1.0,837000.0,0.0,136611.0,527900.0,-1.0,-1.0,-1.0,1177.0,40.0,1330000.0,30000.0,21600.0,6253400.0,1530000.0,-1.0,150.0,10400.0,-1.0,145500.0,275505.0,10280.0,-1.0,36600.0,-1.0,8744.0,0.0,-1.0,2200.0,-1.0,-1.0,648.0,182125.0,107000.0,267980.0,691100.0,15000.0,1880.0,-1.0,26344.0,14349.0,21663.0,43840.0,0.0,54833.0,1008000.0,33000.0,191.0,15500.0,1426.0,18600.0,0.0,7500.0,255000.0,-1.0,190440.0,95.0,1860.0,-1.0,428000.0,27.0,1760.0,315000.0,0.0,300.0,1223728.0,46225.0,500.0,174270.0,4290.0,21530000.0,620000.0,47580.0,1143.0,4100.0,45360.0,1700.0,4000.0,184000.0,283200.0,11154.0,-1.0,1929.0,405000.0,4080.0,612000.0,60.0,2200.0,390.0,45000.0,65227.0,-1.0,168000.0,250000.0,160.0,5260.0,0.0,24456.0,-1.0,98000.0
1965,11097.0,118097.0,-1.0,-1.0,8923.0,0.0,1918097.0,5321.0,539954.0,1760.0,78424.0,4440.0,40500.0,-1.0,245608.0,-1.0,85000.0,8000.0,1825.0,60700.0,8800.0,205.0,7.0,45480.0,-1.0,150.0,7600.0,2000.0,4000.0,568000.0,2900.0,3200.0,60.0,27264.0,-1.0,400.0,350.0,68440.0,-1.0,-1.0,120000.0,420.0,2650.0,2800.0,11000.0,221.0,2107.0,48.0,300.0,1630.0,-1.0,96000.0,1134.0,30473.0,-1.0,10100.0,-1.0,240.0,3078765.0,3350.0,71400.0,-1.0,51850.0,158040.0,143000.0,6207.0,-1.0,761000.0,0.0,114405.0,522000.0,-1.0,-1.0,-1.0,1463.0,29.0,1150000.0,30000.0,22000.0,6123000.0,1800000.0,-1.0,150.0,12000.0,-1.0,151670.0,279085.0,10360.0,-1.0,35306.0,-1.0,8283.0,0.0,-1.0,2500.0,-1.0,-1.0,648.0,161321.0,101000.0,289300.0,650800.0,15000.0,1880.0,-1.0,26594.0,13975.0,20837.0,44363.0,0.0,51201.0,1096000.0,32000.0,200.0,17000.0,990.0,17000.0,0.0,9000.0,252000.0,-1.0,156600.0,100.0,1950.0,-1.0,595000.0,23.0,1600.0,287000.0,0.0,300.0,1056787.0,47240.0,500.0,171483.0,4700.0,20980000.0,630000.0,48444.0,1522.0,4700.0,49039.0,1700.0,4000.0,177000.0,292000.0,37041.0,-1.0,2297.0,408000.0,4081.0,598000.0,60.0,2400.0,388.0,49000.0,60003.0,-1.0,180000.0,260000.0,160.0,5260.0,0.0,29424.0,-1.0,100000.0
1966,11400.0,2462.0,-1.0,-1.0,5725.0,0.0,1802462.0,4200.0,582661.0,1760.0,81837.0,6480.0,41400.0,-1.0,230804.0,-1.0,85000.0,8500.0,1600.0,70400.0,9600.0,214.0,24.0,49260.0,-1.0,150.0,13200.0,2250.0,4500.0,730000.0,3300.0,3200.0,65.0,34294.0,-1.0,500.0,680.0,69780.0,-1.0,-1.0,108000.0,420.0,2700.0,2630.0,10800.0,234.0,2152.0,40.0,300.0,1650.0,-1.0,89000.0,1280.0,26799.0,-1.0,14100.0,-1.0,216.0,3005224.0,3350.0,74300.0,-1.0,49900.0,170049.0,144000.0,6889.0,-1.0,799000.0,0.0,115650.0,485300.0,-1.0,-1.0,-1.0,1548.0,79.0,1127000.0,30000.0,22000.0,6172200.0,1800000.0,-1.0,150.0,12000.0,-1.0,146650.0,297942.0,10360.0,-1.0,35841.0,-1.0,8295.0,0.0,-1.0,2900.0,-1.0,-1.0,550.0,175155.0,94000.0,275510.0,610560.0,15000.0,1880.0,-1.0,26252.0,14032.0,20329.0,40800.0,0.0,50066.0,1136382.0,35000.0,210.0,18510.0,1109.0,19000.0,0.0,8951.0,262000.0,-1.0,151650.0,149.0,2000.0,-1.0,673000.0,20.0,1040.0,280000.0,0.0,300.0,1084626.0,48105.0,300.0,171127.0,4600.0,20827500.0,640000.0,51812.0,1274.0,850.0,50154.0,1700.0,4000.0,170000.0,296000.0,48018.0,-1.0,1564.0,414000.0,4081.0,590000.0,65.0,2400.0,413.0,54000.0,48251.0,-1.0,167000.0,280000.0,168.0,5260.0,0.0,27837.0,-1.0,105000.0
1967,11600.0,2589.0,-1.0,-1.0,4604.0,0.0,1802589.0,5298.0,596760.0,1760.0,76796.0,9280.0,40000.0,-1.0,201915.0,-1.0,85000.0,8500.0,1600.0,76100.0,9600.0,215.0,4.0,45600.0,-1.0,150.0,14000.0,2300.0,4454.0,700000.0,3000.0,4000.0,70.0,42811.0,-1.0,340.0,700.0,70900.0,-1.0,-1.0,103000.0,430.0,2770.0,2650.0,12550.0,234.0,2182.0,61.0,300.0,1650.0,-1.0,93000.0,2222.0,18631.0,-1.0,13100.0,-1.0,144.0,2857749.0,3419.0,76100.0,-1.0,48000.0,155050.0,118000.0,7721.0,-1.0,774000.0,0.0,120120.0,506000.0,-1.0,-1.0,-1.0,1524.0,127.0,1082000.0,30000.0,22000.0,6091900.0,1800000.0,-1.0,150.0,12800.0,-1.0,137630.0,274041.0,10400.0,-1.0,38886.0,-1.0,5846.0,0.0,-1.0,2800.0,-1.0,-1.0,550.0,190656.0,87000.0,275060.0,542940.0,15000.0,1880.0,-1.0,27373.0,17397.0,20069.0,34000.0,0.0,46512.0,1092598.0,36000.0,220.0,20000.0,1089.0,20200.0,0.0,7499.0,264000.0,-1.0,189090.0,171.0,2100.0,-1.0,581000.0,18.0,1032.0,274000.0,0.0,300.0,1065636.0,49065.0,300.0,191178.0,5040.0,20752500.0,660000.0,53259.0,1491.0,1325.0,48099.0,1700.0,5000.0,162000.0,302400.0,66096.0,-1.0,1375.0,459000.0,4081.0,583000.0,70.0,2200.0,600.0,54000.0,89780.0,-1.0,164000.0,310000.0,160.0,5260.0,0.0,22796.0,-1.0,92000.0
1968,11611.0,2891.0,-1.0,-1.0,5327.0,0.0,1712891.0,5356.0,589638.0,2000.0,75641.0,6880.0,38000.0,-1.0,222787.0,-1.0,83000.0,8700.0,1450.0,84200.0,10400.0,262.0,2.0,66000.0,-1.0,160.0,13760.0,2000.0,5610.0,710000.0,2700.0,4400.0,80.0,45700.0,-1.0,590.0,620.0,71845.0,-1.0,-1.0,94000.0,450.0,2900.0,2680.0,11725.0,234.0,2222.0,100.0,150.0,1650.0,-1.0,84000.0,2810.0,26898.0,-1.0,13100.0,-1.0,240.0,2735462.0,3433.0,74000.0,-1.0,46200.0,158034.0,121000.0,9009.0,-1.0,703000.0,0.0,114323.0,398400.0,-1.0,-1.0,-1.0,1265.0,32.0,1000000.0,30000.0,22400.0,6089000.0,1710000.0,-1.0,150.0,12800.0,-1.0,120050.0,331298.0,10440.0,-1.0,42858.0,-1.0,5243.0,0.0,-1.0,3200.0,-1.0,-1.0,550.0,168886.0,84000.0,276870.0,512210.0,15100.0,1880.0,-1.0,26017.0,17384.0,20168.0,47600.0,0.0,43854.0,1144047.0,37000.0,300.0,24550.0,1089.0,21043.0,0.0,9787.0,271000.0,-1.0,188190.0,169.0,2000.0,-1.0,698000.0,18.0,1176.0,236000.0,0.0,300.0,929849.0,50045.0,250.0,186094.0,5200.0,20250000.0,640000.0,46220.0,1476.0,1108.0,52498.0,1700.0,6000.0,148000.0,310000.0,65103.0,-1.0,1190.0,421000.0,4081.0,549000.0,80.0,2600.0,900.0,47000.0,98200.0,-1.0,159000.0,310000.0,168.0,5400.0,0.0,28641.0,-1.0,84000.0
1969,11000.0,3067.0,-1.0,-1.0,4905.0,0.0,1803067.0,7051.0,573129.0,2000.0,85232.0,12160.0,36000.0,-1.0,214416.0,-1.0,88000.0,9000.0,1450.0,85400.0,10400.0,325.0,5.0,55200.0,-1.0,170.0,14400.0,1500.0,5800.0,580000.0,3500.0,4500.0,90.0,44833.0,-1.0,660.0,650.0,75525.0,-1.0,-1.0,83000.0,450.0,2950.0,2600.0,12000.0,247.0,2270.0,150.0,150.0,1650.0,-1.0,80000.0,4470.0,25741.0,-1.0,12110.0,-1.0,60.0,2672376.0,3280.0,79100.0,-1.0,42300.0,158042.0,113000.0,8922.0,-1.0,746000.0,0.0,107475.0,445600.0,-1.0,-1.0,-1.0,1172.0,31.0,882000.0,30000.0,24400.0,6129200.0,1800000.0,-1.0,150.0,13600.0,-1.0,126150.0,352741.0,10480.0,-1.0,40262.0,-1.0,4742.0,0.0,-1.0,3200.0,-1.0,-1.0,450.0,181267.0,93000.0,286490.0,471390.0,15100.0,2444.0,-1.0,23960.0,14857.0,19934.0,47600.0,0.0,46166.0,1147333.0,38000.0,300.0,25400.0,1089.0,17000.0,0.0,11100.0,290000.0,-1.0,175230.0,115.0,1700.0,-1.0,780000.0,18.0,987.0,231000.0,0.0,300.0,981758.0,51045.0,210.0,189629.0,5201.0,20160000.0,600000.0,51620.0,1461.0,248.0,54844.0,1720.0,6000.0,136000.0,339540.0,58530.0,-1.0,1256.0,450000.0,4081.0,617000.0,90.0,2700.0,900.0,54000.0,103200.0,-1.0,149000.0,330000.0,168.0,5400.0,0.0,31232.0,-1.0,91000.0
1970,11000.0,3521.0,-1.0,-1.0,5432.0,0.0,1893521.0,7080.0,564792.0,2000.0,84492.0,13360.0,34000.0,-1.0,204779.0,-1.0,77000.0,9500.0,1500.0,86600.0,10400.0,306.0,6.0,66000.0,-1.0,170.0,16936.0,3439.0,6000.0,575000.0,3800.0,4400.0,95.0,47112.0,-1.0,1390.0,200.0,79955.0,-1.0,-1.0,78000.0,480.0,3000.0,2500.0,11900.0,247.0,2338.0,130.0,100.0,1650.0,-1.0,76000.0,4980.0,28685.0,-1.0,12620.0,-1.0,84.0,2677300.0,3390.0,83000.0,-1.0,41140.0,141036.0,115000.0,9054.0,-1.0,705000.0,0.0,120030.0,426028.0,-1.0,-1.0,-1.0,1502.0,20.0,869000.0,30000.0,22400.0,5997900.0,1890000.0,-1.0,150.0,13600.0,-1.0,130100.0,301277.0,10720.0,-1.0,54667.0,-1.0,5535.0,0.0,-1.0,3400.0,-1.0,-1.0,455.0,149190.0,83000.0,243580.0,460750.0,15000.0,1876.0,-1.0,23010.0,14986.0,19621.0,47600.0,0.0,43068.0,1148790.0,39000.0,300.0,25520.0,1089.0,20200.0,3.0,13200.0,287000.0,-1.0,167310.0,130.0,1800.0,-1.0,646000.0,18.0,480.0,221000.0,0.0,300.0,936816.0,52075.0,260.0,159188.0,5851.0,19735000.0,610000.0,57852.0,1441.0,73.0,46872.0,2125.0,8000.0,143000.0,346540.0,47304.0,-1.0,1882.0,450000.0,6202.0,495000.0,95.0,2100.0,1800.0,54000.0,85781.0,-1.0,148000.0,310000.0,160.0,5400.0,0.0,30492.0,-1.0,83000.0
