,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,South Africa,Eritrea,New Caledonia,Rwanda,Libya,Mozambique,United States of America,Yugoslav SFR,Mongolia,Guatemala,French Polynesia,Algeria,Slovenia,Iceland,Senegal,Madagascar,Tajikistan,Lesotho,Norway,Haiti,Bhutan,Guinea,Israel,Saudi Arabia,Dominica,Fiji,Cabo Verde,Chad,Belgium,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Malta,Colombia,Latvia,Sudan (former),Portugal,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Mauritius,France,Namibia,Kenya,Poland,"China, mainland",Russian Federation,Mali,Uganda,Thailand,Luxembourg,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Comoros,Armenia,Dominican Republic,Uzbekistan,El Salvador,Benin,Denmark,Canada,Republic of Korea,Japan,Bermuda,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Philippines,Morocco,Niger,Belize,Bulgaria,Afghanistan,Iran (Islamic Republic of),Zambia,Democratic Republic of the Congo,Sudan,Pakistan,Faroe Islands,Cuba,Turkey,Czechia,Argentina,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Paraguay,Austria,Bahrain,Czechoslovakia,Ethiopia PDR,Congo,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Oman,Viet Nam,Panama,Ireland,Côte d'Ivoire,Nicaragua,Albania,Slovakia,Jamaica,Spain,Yemen,Italy,Polynesia,Montserrat,United Arab Emirates,Swaziland,Australia,Egypt,Lithuania,Ukraine,Finland,Netherlands,Mauritania,Angola,Nigeria,New Zealand,Republic of Moldova,Belgium-Luxembourg
1971,31589.0,117256.0,-1.0,-1.0,46030.0,-1.0,104779.0,122800.0,75958.0,68000.0,218192.0,42398.0,55896.0,-1.0,68333.0,-1.0,130715.0,84421.0,153333.0,99607.0,64201.0,42403.0,70000.0,110182.0,-1.0,55882.0,70000.0,66336.0,68333.0,255955.0,90690.0,56364.0,42462.0,100000.0,62150.0,-1.0,82065.0,69900.0,61387.0,-1.0,133333.0,228117.0,145833.0,65000.0,-1.0,255626.0,84211.0,53333.0,23077.0,100000.0,48400.0,-1.0,106667.0,377000.0,99446.0,62674.0,-1.0,20833.0,-1.0,128571.0,202876.0,72109.0,98403.0,-1.0,176923.0,101855.0,250056.0,120139.0,-1.0,288955.0,-1.0,104449.0,115722.0,-1.0,-1.0,-1.0,163516.0,248773.0,-1.0,71429.0,149101.0,104762.0,-1.0,-1.0,75294.0,80000.0,-1.0,75000.0,71959.0,72632.0,105263.0,-1.0,24375.0,-1.0,-1.0,-1.0,70588.0,-1.0,81725.0,-1.0,245772.0,188363.0,113153.0,210026.0,200364.0,120240.0,-1.0,83215.0,204462.0,75718.0,98214.0,-1.0,-1.0,140572.0,111333.0,102564.0,86667.0,51724.0,-1.0,113168.0,134124.0,57752.0,124260.0,-1.0,109653.0,87500.0,96428.0,-1.0,99755.0,70000.0,43333.0,257972.0,-1.0,139427.0,80000.0,80769.0,135000.0,110219.0,117374.0,123342.0,127355.0,71694.0,148621.0,-1.0,150000.0,100000.0,276585.0,-1.0,40000.0,63302.0,-1.0,98266.0,123540.0,90155.0,137224.0,100000.0,25000.0,-1.0,24193.0,200498.0,163443.0,-1.0,-1.0,161265.0,373125.0,100000.0,62963.0,104000.0,300650.0,-1.0,380283.0
1972,31273.0,116481.0,-1.0,-1.0,46562.0,-1.0,102188.0,153178.0,78515.0,72000.0,220275.0,39741.0,57597.0,-1.0,72941.0,-1.0,131740.0,105263.0,150000.0,98746.0,65596.0,58108.0,105652.0,182432.0,-1.0,77333.0,70000.0,47553.0,67742.0,263167.0,76336.0,36429.0,38691.0,100000.0,53450.0,-1.0,81467.0,46667.0,48232.0,-1.0,133333.0,220558.0,150000.0,64516.0,-1.0,257374.0,81000.0,53333.0,23077.0,100000.0,48600.0,-1.0,60000.0,317000.0,88384.0,45597.0,-1.0,16667.0,-1.0,106250.0,236409.0,88375.0,92000.0,-1.0,158730.0,99983.0,253216.0,127108.0,-1.0,277854.0,-1.0,92557.0,123720.0,-1.0,-1.0,-1.0,136655.0,238771.0,-1.0,71875.0,183492.0,102174.0,-1.0,-1.0,97470.0,80000.0,-1.0,66667.0,62848.0,63240.0,105263.0,-1.0,26027.0,-1.0,-1.0,-1.0,71429.0,-1.0,156857.0,-1.0,250999.0,187349.0,106160.0,232385.0,200526.0,100000.0,-1.0,84837.0,192098.0,67632.0,140000.0,-1.0,-1.0,128967.0,103947.0,105079.0,86667.0,51724.0,-1.0,110448.0,125106.0,145703.0,126437.0,-1.0,91093.0,84100.0,100100.0,-1.0,98099.0,86667.0,58750.0,231955.0,-1.0,158120.0,80000.0,69231.0,106667.0,110994.0,98403.0,117479.0,125460.0,75477.0,109512.0,-1.0,175000.0,107500.0,242547.0,-1.0,43333.0,53203.0,-1.0,94671.0,131521.0,113253.0,152037.0,100000.0,25000.0,-1.0,25640.0,203411.0,168901.0,-1.0,-1.0,150653.0,374883.0,100000.0,62963.0,96429.0,306460.0,-1.0,362648.0
1973,32284.0,122175.0,-1.0,-1.0,49712.0,-1.0,134986.0,133063.0,70868.0,72000.0,217404.0,36592.0,57393.0,-1.0,80000.0,-1.0,136788.0,74737.0,147059.0,95370.0,67143.0,95827.0,298667.0,139750.0,-1.0,111111.0,72652.0,50226.0,69355.0,256036.0,93946.0,103824.0,36871.0,100000.0,55950.0,-1.0,92769.0,54829.0,46934.0,-1.0,128571.0,229596.0,140000.0,65079.0,-1.0,293772.0,81154.0,51250.0,26024.0,100000.0,46000.0,-1.0,190000.0,364000.0,78711.0,54358.0,-1.0,20000.0,-1.0,92000.0,221728.0,89364.0,104513.0,-1.0,174603.0,97867.0,209588.0,131409.0,-1.0,303034.0,-1.0,93505.0,109357.0,-1.0,-1.0,-1.0,169227.0,231415.0,-1.0,70270.0,193878.0,135000.0,-1.0,-1.0,88300.0,65406.0,-1.0,68333.0,63118.0,63997.0,105263.0,-1.0,27406.0,-1.0,-1.0,-1.0,70976.0,-1.0,173333.0,-1.0,245011.0,193155.0,112944.0,232023.0,200364.0,100000.0,-1.0,99885.0,186937.0,69448.0,140000.0,-1.0,-1.0,120906.0,110000.0,106889.0,85714.0,53333.0,-1.0,103562.0,127470.0,99316.0,122222.0,-1.0,130994.0,70111.0,116142.0,-1.0,88208.0,86667.0,62000.0,251390.0,-1.0,167549.0,80000.0,68966.0,87500.0,115959.0,134964.0,88705.0,123737.0,54535.0,40755.0,-1.0,150000.0,104167.0,279169.0,-1.0,46667.0,60902.0,-1.0,70071.0,136399.0,113844.0,158623.0,100000.0,24615.0,-1.0,24012.0,196876.0,179213.0,-1.0,-1.0,146070.0,368292.0,100000.0,64815.0,84375.0,300945.0,-1.0,331822.0
1974,29905.0,112908.0,-1.0,-1.0,54615.0,-1.0,129980.0,124578.0,86968.0,68000.0,203996.0,28654.0,57253.0,-1.0,68011.0,-1.0,138929.0,80000.0,147059.0,91192.0,68571.0,64688.0,81333.0,144000.0,-1.0,100000.0,54780.0,49385.0,67742.0,274345.0,97470.0,57000.0,40122.0,100000.0,66107.0,-1.0,134180.0,54286.0,48144.0,-1.0,128571.0,285016.0,140000.0,65015.0,-1.0,267838.0,71643.0,52500.0,20468.0,100000.0,47200.0,-1.0,130000.0,387000.0,84182.0,49726.0,-1.0,20000.0,-1.0,125333.0,253544.0,84631.0,110000.0,-1.0,166667.0,98841.0,270000.0,108347.0,-1.0,316681.0,-1.0,108501.0,125905.0,-1.0,-1.0,-1.0,171688.0,238733.0,-1.0,70000.0,180777.0,130000.0,-1.0,-1.0,90500.0,65322.0,-1.0,71250.0,63403.0,64287.0,105263.0,-1.0,28291.0,-1.0,-1.0,-1.0,70476.0,-1.0,171231.0,-1.0,279587.0,217693.0,109080.0,212398.0,188679.0,83333.0,-1.0,106451.0,207122.0,62738.0,137500.0,-1.0,-1.0,109805.0,109639.0,106600.0,87500.0,53559.0,-1.0,101714.0,154348.0,81148.0,122973.0,-1.0,171584.0,63000.0,107073.0,-1.0,89457.0,70000.0,66153.0,242553.0,-1.0,163157.0,80000.0,81857.0,95000.0,110730.0,101493.0,132704.0,128606.0,54486.0,63830.0,-1.0,120000.0,107026.0,278146.0,-1.0,50000.0,67097.0,-1.0,105535.0,139843.0,106549.0,156994.0,100000.0,25111.0,-1.0,22054.0,190375.0,177408.0,-1.0,-1.0,110568.0,429177.0,100000.0,64815.0,79412.0,262583.0,-1.0,427631.0
1975,32606.0,109736.0,-1.0,-1.0,43416.0,-1.0,115704.0,132230.0,86539.0,66667.0,208147.0,31412.0,57210.0,-1.0,72941.0,-1.0,153236.0,100000.0,151815.0,93792.0,70000.0,40265.0,12593.0,148333.0,-1.0,100000.0,66037.0,46871.0,66667.0,285023.0,76281.0,94651.0,41455.0,100000.0,82059.0,-1.0,90071.0,60000.0,57754.0,-1.0,129730.0,190208.0,140000.0,65152.0,-1.0,329293.0,26264.0,52500.0,22082.0,120000.0,40000.0,-1.0,100000.0,365846.0,70224.0,46892.0,-1.0,20000.0,-1.0,174933.0,187195.0,84977.0,120000.0,-1.0,206923.0,94831.0,199146.0,97222.0,-1.0,234657.0,-1.0,103164.0,125381.0,-1.0,-1.0,-1.0,152045.0,230688.0,-1.0,73053.0,179897.0,115714.0,-1.0,-1.0,62606.0,99445.0,-1.0,75000.0,65323.0,65395.0,120000.0,-1.0,26667.0,-1.0,-1.0,-1.0,70159.0,-1.0,181500.0,-1.0,222707.0,207350.0,127600.0,233934.0,160196.0,84518.0,-1.0,107513.0,185648.0,62079.0,100067.0,-1.0,-1.0,105929.0,114412.0,100000.0,86957.0,56034.0,-1.0,104552.0,130649.0,127554.0,139888.0,-1.0,121824.0,57273.0,115227.0,-1.0,105982.0,-1.0,72279.0,228461.0,-1.0,142411.0,80000.0,51200.0,100000.0,121301.0,112112.0,89049.0,126426.0,54403.0,109107.0,-1.0,111111.0,108863.0,250862.0,-1.0,41085.0,69677.0,-1.0,73328.0,138716.0,108809.0,162315.0,100000.0,24727.0,147368.0,22180.0,197190.0,174893.0,-1.0,-1.0,140124.0,330980.0,100000.0,59259.0,73684.0,254712.0,-1.0,346760.0
1976,33636.0,110762.0,-1.0,-1.0,48580.0,-1.0,112996.0,133809.0,95047.0,71429.0,220173.0,33308.0,58842.0,-1.0,77000.0,-1.0,156615.0,105000.0,150488.0,94132.0,71429.0,33084.0,40000.0,142500.0,-1.0,55556.0,66036.0,57481.0,70000.0,290794.0,91890.0,76596.0,41077.0,100000.0,70937.0,-1.0,86475.0,60526.0,61372.0,-1.0,130526.0,200817.0,140000.0,65672.0,-1.0,324119.0,50100.0,49412.0,21429.0,208333.0,44000.0,-1.0,140000.0,314000.0,89547.0,64123.0,-1.0,20000.0,-1.0,185333.0,163866.0,93749.0,121264.0,-1.0,192308.0,79761.0,232294.0,96774.0,-1.0,215721.0,-1.0,78743.0,120943.0,-1.0,-1.0,-1.0,151574.0,153786.0,-1.0,72766.0,202558.0,113000.0,-1.0,-1.0,71520.0,25731.0,-1.0,90000.0,63489.0,65939.0,123810.0,-1.0,26667.0,-1.0,-1.0,-1.0,71245.0,-1.0,183000.0,-1.0,174688.0,219738.0,116826.0,271913.0,200000.0,96743.0,-1.0,105596.0,220497.0,60755.0,103589.0,-1.0,-1.0,120658.0,178788.0,84444.0,90000.0,55593.0,-1.0,112213.0,142632.0,142014.0,153226.0,-1.0,141586.0,53043.0,116554.0,-1.0,117384.0,-1.0,80275.0,238163.0,270000.0,175520.0,80000.0,51200.0,101250.0,123122.0,120082.0,159136.0,121049.0,54223.0,147191.0,-1.0,102562.0,126705.0,249002.0,-1.0,41153.0,74194.0,-1.0,74931.0,144798.0,114167.0,168372.0,100000.0,24727.0,168000.0,30943.0,208423.0,165491.0,-1.0,-1.0,179867.0,301959.0,100000.0,64815.0,71429.0,261528.0,-1.0,223686.0
1977,34545.0,113610.0,-1.0,-1.0,47976.0,-1.0,132350.0,127825.0,96866.0,73333.0,228397.0,35204.0,51643.0,-1.0,112832.0,-1.0,146357.0,74692.0,146333.0,95033.0,70833.0,38188.0,44000.0,151400.0,-1.0,51515.0,66123.0,59725.0,66667.0,291299.0,96317.0,78246.0,42123.0,100000.0,63036.0,-1.0,95525.0,60256.0,67784.0,-1.0,133333.0,249866.0,145455.0,66176.0,-1.0,331783.0,-1.0,50588.0,23333.0,170000.0,48000.0,-1.0,164000.0,297000.0,93576.0,51085.0,-1.0,20000.0,-1.0,181000.0,219626.0,76555.0,123738.0,-1.0,169231.0,95321.0,269448.0,97826.0,-1.0,285388.0,-1.0,108128.0,134790.0,-1.0,-1.0,-1.0,151880.0,261410.0,-1.0,72511.0,168871.0,132375.0,-1.0,-1.0,79228.0,104858.0,-1.0,90769.0,52625.0,65450.0,124444.0,-1.0,26667.0,-1.0,-1.0,-1.0,72114.0,-1.0,86146.0,-1.0,251559.0,225227.0,111501.0,267968.0,162128.0,109356.0,-1.0,114208.0,233671.0,62053.0,120000.0,143500.0,-1.0,113183.0,105263.0,110391.0,85714.0,54262.0,-1.0,123453.0,136842.0,126043.0,155556.0,-1.0,158872.0,52174.0,105679.0,-1.0,115731.0,-1.0,83197.0,224633.0,273333.0,160399.0,80000.0,50000.0,92500.0,116749.0,118370.0,137442.0,115833.0,54024.0,110315.0,253333.0,92410.0,111226.0,286602.0,-1.0,41241.0,75484.0,-1.0,80116.0,146066.0,116872.0,166099.0,100000.0,21167.0,205405.0,20000.0,215071.0,157563.0,-1.0,-1.0,158728.0,343003.0,100000.0,72727.0,71111.0,274143.0,-1.0,393484.0
1978,35714.0,116228.0,-1.0,-1.0,48322.0,-1.0,127470.0,136143.0,95302.0,77778.0,222627.0,37101.0,53676.0,-1.0,87957.0,-1.0,141389.0,108247.0,151150.0,101503.0,72222.0,38074.0,43000.0,140200.0,-1.0,45848.0,67986.0,55102.0,91667.0,297185.0,83926.0,74615.0,38344.0,100000.0,64833.0,-1.0,130810.0,108333.0,60424.0,-1.0,125000.0,270774.0,150000.0,66667.0,-1.0,340678.0,112805.0,50588.0,25000.0,166667.0,48000.0,-1.0,158889.0,372000.0,101741.0,52468.0,-1.0,20000.0,-1.0,209000.0,227929.0,69168.0,140932.0,-1.0,181818.0,94584.0,299108.0,106061.0,-1.0,342410.0,-1.0,107987.0,162346.0,-1.0,-1.0,-1.0,165122.0,269261.0,-1.0,75158.0,197693.0,127482.0,-1.0,-1.0,79297.0,103613.0,-1.0,125000.0,46989.0,68584.0,126596.0,-1.0,25327.0,-1.0,-1.0,-1.0,68640.0,-1.0,127414.0,-1.0,270762.0,226894.0,78172.0,258856.0,154000.0,150279.0,-1.0,109437.0,244718.0,63237.0,141000.0,150000.0,-1.0,106133.0,137363.0,128947.0,88889.0,49048.0,-1.0,98543.0,136842.0,189100.0,152778.0,-1.0,138042.0,50833.0,103892.0,-1.0,122282.0,-1.0,86240.0,246194.0,275000.0,181932.0,80000.0,46800.0,99167.0,132875.0,122300.0,146215.0,115000.0,71683.0,120096.0,246667.0,93783.0,124223.0,244678.0,-1.0,42500.0,76774.0,-1.0,81394.0,144435.0,114445.0,164873.0,100000.0,26667.0,183761.0,20000.0,214148.0,139339.0,-1.0,-1.0,168330.0,385717.0,166400.0,63636.0,70833.0,255564.0,-1.0,430670.0
1979,31604.0,123372.0,-1.0,-1.0,49311.0,-1.0,111380.0,164064.0,105536.0,77500.0,236730.0,38996.0,54988.0,-1.0,94557.0,-1.0,153651.0,125000.0,146667.0,94058.0,72222.0,37064.0,50345.0,142041.0,-1.0,41429.0,72226.0,64539.0,108527.0,303440.0,92027.0,99178.0,40480.0,100000.0,64925.0,-1.0,76113.0,108333.0,60608.0,-1.0,150000.0,236650.0,166667.0,67143.0,-1.0,354622.0,123946.0,50000.0,27500.0,180000.0,52000.0,-1.0,166667.0,363000.0,92439.0,64157.0,-1.0,20000.0,-1.0,205600.0,256846.0,91641.0,132845.0,-1.0,180000.0,94729.0,307377.0,160000.0,-1.0,318673.0,-1.0,95204.0,144273.0,-1.0,-1.0,-1.0,155392.0,259550.0,-1.0,77551.0,203113.0,111365.0,-1.0,-1.0,62381.0,89376.0,-1.0,130000.0,44726.0,70045.0,125000.0,-1.0,24193.0,-1.0,-1.0,-1.0,72140.0,-1.0,141402.0,-1.0,266179.0,243300.0,105768.0,270309.0,134464.0,145892.0,-1.0,115219.0,234738.0,79848.0,142000.0,150000.0,-1.0,108755.0,143575.0,129062.0,88889.0,50000.0,-1.0,104085.0,136842.0,153728.0,169822.0,-1.0,154703.0,54545.0,102988.0,-1.0,125548.0,-1.0,88280.0,257323.0,250000.0,175077.0,80000.0,48148.0,100000.0,120975.0,130703.0,155361.0,94633.0,106448.0,148790.0,253333.0,65215.0,140481.0,222441.0,-1.0,42500.0,76645.0,-1.0,94268.0,158934.0,120746.0,178954.0,100000.0,25333.0,187111.0,20000.0,229311.0,170609.0,-1.0,-1.0,157869.0,377718.0,105000.0,72727.0,73077.0,271011.0,-1.0,388477.0
1980,30000.0,121700.0,-1.0,-1.0,100891.0,-1.0,112447.0,155031.0,107107.0,79070.0,241817.0,40892.0,54237.0,-1.0,94224.0,-1.0,166769.0,112150.0,148446.0,95056.0,71053.0,67996.0,67966.0,140000.0,-1.0,85714.0,67326.0,70936.0,118182.0,295245.0,85017.0,51216.0,28646.0,100000.0,77700.0,-1.0,153410.0,125000.0,57008.0,-1.0,150000.0,279725.0,150000.0,66667.0,-1.0,342032.0,78846.0,50000.0,26667.0,166667.0,52000.0,-1.0,172941.0,346010.0,112676.0,49762.0,-1.0,20476.0,-1.0,209583.0,209328.0,106573.0,121599.0,-1.0,166579.0,97606.0,266041.0,192857.0,-1.0,344903.0,-1.0,101750.0,149978.0,-1.0,-1.0,-1.0,165637.0,289240.0,-1.0,48990.0,112600.0,112435.0,-1.0,-1.0,69167.0,77625.0,-1.0,125000.0,46675.0,71969.0,124000.0,-1.0,20250.0,-1.0,-1.0,-1.0,100128.0,-1.0,199541.0,-1.0,250344.0,231738.0,119308.0,277204.0,63974.0,214365.0,-1.0,112486.0,232172.0,89114.0,143000.0,133333.0,-1.0,85979.0,148603.0,144765.0,88889.0,50000.0,-1.0,104545.0,136842.0,172005.0,163934.0,-1.0,139415.0,50435.0,101552.0,-1.0,121521.0,-1.0,31357.0,240431.0,250000.0,138044.0,80000.0,58133.0,110000.0,132839.0,96728.0,137634.0,106393.0,135000.0,172688.0,235294.0,92886.0,150927.0,211538.0,-1.0,49629.0,60613.0,-1.0,74354.0,161526.0,122589.0,181196.0,100000.0,23333.0,150308.0,20000.0,233867.0,172785.0,-1.0,-1.0,180000.0,364128.0,100000.0,72727.0,72727.0,280038.0,-1.0,369237.0
1981,36000.0,120416.0,-1.0,-1.0,98292.0,-1.0,102809.0,139956.0,111835.0,79545.0,247880.0,42789.0,56583.0,-1.0,71574.0,-1.0,170323.0,150000.0,146115.0,97810.0,70000.0,50988.0,73696.0,140820.0,-1.0,54000.0,62485.0,64647.0,108333.0,308199.0,95326.0,85957.0,38168.0,100000.0,63716.0,-1.0,126233.0,164468.0,60960.0,-1.0,150000.0,260147.0,150000.0,67297.0,-1.0,399451.0,95146.0,50000.0,30000.0,166667.0,52000.0,-1.0,168421.0,426016.0,124060.0,82972.0,-1.0,21429.0,-1.0,204800.0,241438.0,70222.0,131687.0,-1.0,142799.0,78652.0,294005.0,155556.0,-1.0,323141.0,-1.0,112017.0,182803.0,-1.0,-1.0,-1.0,207241.0,305152.0,-1.0,54952.0,188519.0,102792.0,-1.0,-1.0,70000.0,99875.0,-1.0,125000.0,48925.0,81801.0,119231.0,-1.0,25000.0,-1.0,-1.0,-1.0,78286.0,-1.0,166667.0,-1.0,290597.0,239490.0,135018.0,246433.0,94828.0,193674.0,-1.0,110614.0,225225.0,96932.0,140000.0,100000.0,-1.0,110510.0,154237.0,155912.0,90000.0,50000.0,-1.0,103763.0,136842.0,169532.0,166667.0,-1.0,192554.0,52727.0,90323.0,-1.0,132104.0,-1.0,38610.0,263861.0,250000.0,188768.0,80000.0,55030.0,191000.0,122475.0,105420.0,148846.0,123913.0,103750.0,184279.0,250000.0,80122.0,130153.0,190000.0,-1.0,50420.0,71747.0,-1.0,95307.0,159615.0,119737.0,187682.0,100000.0,25667.0,99333.0,20000.0,242389.0,178587.0,-1.0,-1.0,129485.0,390715.0,100000.0,72727.0,67857.0,273588.0,-1.0,419663.0
1982,29167.0,135912.0,-1.0,-1.0,85213.0,-1.0,108924.0,165286.0,118067.0,86957.0,257648.0,44684.0,61738.0,-1.0,76697.0,-1.0,164677.0,113169.0,151204.0,101718.0,71250.0,57201.0,26885.0,177857.0,-1.0,68625.0,66639.0,71971.0,108333.0,312544.0,93475.0,100133.0,36765.0,100000.0,56293.0,-1.0,150526.0,158333.0,68653.0,-1.0,142857.0,255146.0,150000.0,67676.0,-1.0,423729.0,73764.0,50000.0,30000.0,108333.0,52000.0,-1.0,175000.0,395021.0,124644.0,70753.0,-1.0,20909.0,-1.0,171200.0,217369.0,67492.0,130085.0,-1.0,126984.0,86866.0,255250.0,148235.0,-1.0,358073.0,-1.0,108713.0,173859.0,-1.0,-1.0,-1.0,230617.0,323359.0,-1.0,65535.0,146714.0,108898.0,-1.0,-1.0,70000.0,118988.0,-1.0,130000.0,56480.0,77795.0,125490.0,-1.0,19454.0,-1.0,-1.0,-1.0,106114.0,-1.0,137931.0,-1.0,356159.0,245243.0,149497.0,296761.0,107143.0,185075.0,-1.0,127995.0,213908.0,104033.0,119250.0,100000.0,-1.0,116261.0,155114.0,155764.0,90566.0,50000.0,-1.0,105291.0,136842.0,178120.0,166667.0,-1.0,177750.0,51818.0,92903.0,-1.0,129957.0,-1.0,51705.0,245472.0,167500.0,181832.0,80000.0,50970.0,26000.0,143816.0,114006.0,161015.0,118634.0,127690.0,173599.0,237500.0,92797.0,115453.0,232353.0,-1.0,105715.0,64872.0,-1.0,92213.0,154354.0,122433.0,173237.0,100000.0,25000.0,117793.0,20000.0,254291.0,185000.0,-1.0,-1.0,153734.0,374724.0,40000.0,72727.0,67797.0,271433.0,-1.0,429205.0
1983,36000.0,114831.0,-1.0,-1.0,93161.0,60000.0,113754.0,157550.0,108037.0,80000.0,240584.0,46581.0,63002.0,-1.0,82490.0,-1.0,177344.0,157895.0,156250.0,102748.0,72500.0,77754.0,48857.0,141833.0,-1.0,99722.0,61393.0,76367.0,100000.0,299754.0,94161.0,101563.0,48899.0,100000.0,63894.0,-1.0,50000.0,142857.0,77836.0,-1.0,146667.0,244792.0,150000.0,66667.0,-1.0,452955.0,150442.0,50000.0,35714.0,64000.0,52000.0,-1.0,170000.0,300000.0,131865.0,58452.0,-1.0,20000.0,-1.0,144080.0,182405.0,77053.0,136243.0,-1.0,119048.0,76523.0,232619.0,170000.0,-1.0,301795.0,-1.0,101790.0,159478.0,-1.0,-1.0,-1.0,202307.0,260500.0,-1.0,53387.0,155292.0,113754.0,-1.0,-1.0,69667.0,142160.0,-1.0,86667.0,29259.0,76047.0,122222.0,-1.0,22209.0,-1.0,-1.0,-1.0,102030.0,-1.0,107143.0,-1.0,280075.0,226148.0,155121.0,278998.0,123077.0,201154.0,-1.0,134776.0,219575.0,96902.0,157389.0,100000.0,-1.0,104560.0,157647.0,150967.0,90909.0,50000.0,-1.0,100528.0,137113.0,162543.0,164865.0,-1.0,184317.0,45833.0,120000.0,-1.0,135456.0,-1.0,59184.0,249177.0,130000.0,165741.0,80000.0,36061.0,172000.0,114997.0,120471.0,194548.0,117418.0,126667.0,194805.0,266667.0,81312.0,109127.0,197313.0,-1.0,105533.0,87742.0,-1.0,99908.0,151850.0,133154.0,170469.0,100000.0,25000.0,123421.0,20000.0,229811.0,190269.0,-1.0,-1.0,177483.0,331322.0,50000.0,72727.0,63333.0,285035.0,-1.0,340278.0
1984,37000.0,153731.0,-1.0,-1.0,101061.0,60000.0,116578.0,174783.0,125766.0,73333.0,274934.0,48477.0,65061.0,-1.0,112487.0,-1.0,178136.0,117391.0,157576.0,104151.0,70238.0,75585.0,49592.0,146269.0,-1.0,100000.0,64988.0,62327.0,100000.0,311082.0,89691.0,129897.0,47500.0,100000.0,72451.0,-1.0,194590.0,142857.0,77651.0,-1.0,156250.0,258571.0,150000.0,78858.0,-1.0,386355.0,161142.0,50000.0,33333.0,250000.0,52000.0,-1.0,172500.0,398017.0,114597.0,77589.0,-1.0,21008.0,-1.0,141240.0,272828.0,70000.0,154224.0,-1.0,120000.0,85621.0,325461.0,150000.0,-1.0,370456.0,-1.0,127338.0,201975.0,-1.0,-1.0,-1.0,252195.0,302783.0,-1.0,29371.0,174394.0,116542.0,-1.0,-1.0,77647.0,104710.0,-1.0,86667.0,46352.0,82911.0,121429.0,-1.0,17589.0,-1.0,-1.0,-1.0,112579.0,-1.0,97036.0,-1.0,360956.0,237766.0,168020.0,283267.0,133333.0,165536.0,-1.0,138710.0,228564.0,97680.0,159457.0,100000.0,-1.0,105715.0,144444.0,153625.0,91228.0,50000.0,-1.0,102815.0,136364.0,156257.0,168631.0,-1.0,185606.0,44167.0,140009.0,-1.0,152988.0,-1.0,67150.0,275422.0,150000.0,206559.0,80000.0,37545.0,112000.0,142628.0,125205.0,204802.0,116326.0,124706.0,188493.0,258824.0,93301.0,100640.0,243697.0,-1.0,114948.0,62937.0,-1.0,116572.0,172086.0,221862.0,176613.0,100000.0,35938.0,127444.0,20000.0,268768.0,191250.0,-1.0,-1.0,180412.0,416976.0,42500.0,72727.0,60000.0,298653.0,-1.0,444569.0
1985,36364.0,173290.0,-1.0,-1.0,107240.0,62158.0,108015.0,155778.0,125401.0,80952.0,264966.0,50373.0,64107.0,-1.0,115247.0,-1.0,182857.0,107143.0,158824.0,104186.0,71429.0,84150.0,72727.0,159394.0,-1.0,99353.0,71064.0,68750.0,108333.0,333689.0,85249.0,110583.0,63415.0,100000.0,83576.0,-1.0,128180.0,142857.0,64647.0,-1.0,155556.0,242747.0,166667.0,67500.0,-1.0,377819.0,201744.0,10000.0,40000.0,146667.0,56000.0,-1.0,223226.0,387979.0,125000.0,74991.0,-1.0,23077.0,-1.0,140714.0,293253.0,65000.0,137337.0,-1.0,122449.0,91944.0,327912.0,216139.0,-1.0,358585.0,-1.0,144528.0,196211.0,-1.0,-1.0,-1.0,270360.0,324458.0,-1.0,61761.0,174438.0,107950.0,-1.0,-1.0,67200.0,122841.0,-1.0,86667.0,47099.0,83864.0,127586.0,-1.0,13112.0,-1.0,-1.0,-1.0,105998.0,-1.0,97038.0,101765.0,362045.0,262708.0,184905.0,286252.0,150000.0,170218.0,-1.0,132789.0,180536.0,110844.0,173719.0,100000.0,-1.0,110274.0,140909.0,154906.0,89552.0,50172.0,-1.0,99668.0,137255.0,206220.0,198154.0,-1.0,211124.0,42400.0,145019.0,-1.0,148064.0,-1.0,69200.0,276305.0,120000.0,185512.0,80000.0,65150.0,96000.0,137662.0,113000.0,206579.0,115672.0,124444.0,169026.0,222222.0,80051.0,101890.0,207879.0,-1.0,142405.0,56667.0,-1.0,113381.0,179112.0,225694.0,174411.0,100000.0,34286.0,100823.0,21667.0,258465.0,198820.0,-1.0,-1.0,179619.0,423394.0,50000.0,72727.0,61429.0,291729.0,-1.0,438198.0
