,Paraguay,Burundi,Peru,Angola,Cameroon,Malaysia,Dominican Republic,Philippines,Brazil,Benin,Indonesia,Liberia,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Melanesia,Papua New Guinea,Guatemala,Democratic Republic of the Congo,Togo,Nigeria,Madagascar,Suriname,Senegal,Costa Rica,Guinea,Central African Republic,Equatorial Guinea,Congo,Gabon,Ecuador,Honduras,Solomon Islands,Mexico,China,Côte d'Ivoire,Colombia,Gambia,United Republic of Tanzania,Guinea-Bissau,Panama,Sierra Leone,Thailand,Ghana,"China, mainland",Nicaragua
1971,24000.0,1200.0,226.0,21000.0,34000.0,184000.0,-1.0,1400.0,2500.0,30000.0,95000.0,18000.0,450.0,-1.0,440.0,300.0,-1.0,205400.0,15500.0,2150000.0,-1.0,330.0,7000.0,5000.0,225000.0,6500.0,3000.0,5500.0,2100.0,36000.0,3317.0,140.0,10916.0,-1.0,50000.0,13800.0,3000.0,4000.0,9500.0,-1.0,31000.0,950.0,110900.0,-1.0,1050.0
1972,19800.0,1100.0,6.0,21000.0,35000.0,235100.0,-1.0,2700.0,2700.0,30000.0,100000.0,15000.0,400.0,-1.0,1640.0,1500.0,-1.0,196600.0,15500.0,2000000.0,-1.0,840.0,7000.0,5000.0,225000.0,8500.0,3100.0,5500.0,2100.0,33000.0,3876.0,140.0,12780.0,-1.0,50810.0,15000.0,3000.0,4000.0,8500.0,-1.0,31000.0,950.0,113300.0,-1.0,1050.0
1973,13500.0,1300.0,6.0,21000.0,36000.0,278300.0,-1.0,3900.0,2900.0,30000.0,100000.0,14000.0,470.0,-1.0,3140.0,3000.0,-1.0,185600.0,15500.0,2000000.0,250.0,1215.0,7000.0,7900.0,225000.0,8500.0,3100.0,5883.0,2100.0,27000.0,5436.0,140.0,13371.0,-1.0,59855.0,16500.0,3000.0,4000.0,8500.0,-1.0,31000.0,1800.0,124600.0,-1.0,1400.0
1974,19500.0,1000.0,6.0,21000.0,37000.0,329800.0,-1.0,3900.0,3100.0,30000.0,110000.0,17000.0,450.0,-1.0,3270.0,3000.0,-1.0,176700.0,15800.0,2150000.0,450.0,1435.0,7000.0,7900.0,225000.0,8500.0,3100.0,6000.0,2100.0,14000.0,5962.0,270.0,13755.0,-1.0,66502.0,18200.0,3500.0,4000.0,12000.0,-1.0,31000.0,1800.0,146100.0,-1.0,1400.0
1975,13800.0,1200.0,1448.0,21000.0,42000.0,385666.0,-1.0,5400.0,3300.0,30000.0,142000.0,18000.0,250.0,-1.0,7200.0,6500.0,-1.0,173300.0,15800.0,2100000.0,1300.0,1645.0,7000.0,7900.0,225000.0,11000.0,3100.0,6000.0,2000.0,14750.0,7671.0,700.0,7737.0,-1.0,69287.0,15700.0,3500.0,4000.0,10000.0,-1.0,31000.0,5100.0,143700.0,-1.0,1400.0
1976,14500.0,1200.0,1267.0,19000.0,33000.0,454009.0,-1.0,6000.0,4300.0,30000.0,130000.0,17000.0,240.0,-1.0,10519.0,9500.0,-1.0,167400.0,15800.0,2100000.0,1000.0,1710.0,7000.0,8100.0,225000.0,11000.0,3500.0,6000.0,2000.0,18750.0,7710.0,1019.0,12276.0,-1.0,71693.0,16000.0,4000.0,4000.0,10000.0,-1.0,31000.0,3440.0,143300.0,-1.0,1400.0
1977,20500.0,1200.0,1711.0,18000.0,33000.0,521486.0,-1.0,6000.0,5700.0,30000.0,140000.0,14000.0,200.0,-1.0,11964.0,9500.0,-1.0,166000.0,15800.0,2150000.0,1100.0,1880.0,7000.0,8100.0,225000.0,9200.0,3500.0,7000.0,1600.0,14263.0,13255.0,2464.0,6243.0,-1.0,74057.0,17400.0,4000.0,4000.0,13000.0,-1.0,31000.0,3760.0,140000.0,-1.0,1400.0
1978,11800.0,1600.0,1711.0,20000.0,36000.0,603087.0,-1.0,5500.0,7100.0,30000.0,180000.0,12500.0,200.0,-1.0,12494.0,9500.0,-1.0,164200.0,15800.0,2000000.0,1100.0,2025.0,7000.0,9800.0,225000.0,8000.0,3500.0,7000.0,1600.0,26150.0,15298.0,2994.0,4068.0,-1.0,77362.0,19200.0,3500.0,4000.0,13000.0,-1.0,31000.0,5616.0,150000.0,-1.0,2100.0
1979,18400.0,1200.0,2423.0,20000.0,38000.0,670299.0,-1.0,6000.0,7600.0,30000.0,200000.0,11000.0,150.0,-1.0,14286.0,11000.0,-1.0,179500.0,15900.0,2300000.0,1100.0,2372.0,7000.0,11200.0,225000.0,8000.0,3500.0,7000.0,1600.0,17642.0,18557.0,3286.0,3620.0,-1.0,80023.0,22600.0,3500.0,4000.0,13000.0,-1.0,31000.0,7616.0,169900.0,-1.0,2100.0
1980,18500.0,1200.0,3000.0,20000.0,43000.0,777388.0,-1.0,6200.0,5700.0,30000.0,204000.0,11000.0,100.0,2200.0,14335.0,11000.0,-1.0,184400.0,15900.0,2300000.0,1200.0,2614.0,7000.0,11000.0,225000.0,8000.0,3700.0,7000.0,2000.0,25674.0,17787.0,3335.0,4560.0,-1.0,88134.0,25400.0,3800.0,4100.0,13000.0,-1.0,31000.0,11136.0,145700.0,-1.0,2100.0
1981,13000.0,1200.0,3100.0,19000.0,35000.0,848143.0,-1.0,6500.0,6600.0,30000.0,230000.0,10000.0,120.0,1600.0,18835.0,15500.0,-1.0,189700.0,15900.0,2000000.0,1200.0,2948.0,7000.0,12000.0,225000.0,8000.0,3700.0,7000.0,2000.0,26000.0,20234.0,3335.0,2500.0,-1.0,91151.0,27700.0,3800.0,4100.0,13000.0,-1.0,31000.0,15104.0,143300.0,-1.0,2100.0
1982,26000.0,1200.0,3200.0,19000.0,40000.0,888619.0,-1.0,15000.0,7600.0,30000.0,239700.0,11000.0,100.0,2200.0,28332.0,25000.0,-1.0,195200.0,16000.0,2000000.0,1450.0,4199.0,7000.0,12300.0,225000.0,8000.0,3700.0,7000.0,2000.0,26799.0,20386.0,3332.0,2000.0,-1.0,94626.0,31600.0,3500.0,4100.0,13000.0,-1.0,31000.0,24752.0,143300.0,-1.0,2100.0
1983,12000.0,1200.0,3500.0,20000.0,33000.0,1010879.0,-1.0,10700.0,8600.0,30000.0,255300.0,11000.0,170.0,2600.0,29332.0,26000.0,2500.0,201000.0,13500.0,1900000.0,1450.0,4954.0,7000.0,14923.0,225000.0,8000.0,3700.0,7000.0,2400.0,28538.0,20520.0,3332.0,875.0,-1.0,90852.0,35400.0,3500.0,4100.0,9000.0,-1.0,31000.0,36272.0,143300.0,-1.0,2200.0
1984,21000.0,1200.0,4000.0,19000.0,45000.0,1072451.0,-1.0,17000.0,11000.0,30000.0,296300.0,11500.0,170.0,2800.0,41530.0,38000.0,2500.0,206400.0,13500.0,2200000.0,1450.0,5747.0,7000.0,13831.0,225000.0,8000.0,3700.0,7000.0,2500.0,29195.0,20523.0,3530.0,1000.0,-1.0,89601.0,38746.0,3500.0,4100.0,11000.0,-1.0,31000.0,45280.0,123000.0,-1.0,2300.0
1985,20000.0,1250.0,3623.0,18000.0,45000.0,1201010.0,-1.0,17723.0,13500.0,24000.0,348700.0,11500.0,170.0,2400.0,42296.0,38500.0,2500.0,211100.0,13500.0,2200000.0,1450.0,6187.0,7000.0,13816.0,225000.0,8000.0,3700.0,7000.0,2500.0,34244.0,22327.0,3796.0,970.0,55000.0,90438.0,43840.0,3500.0,4100.0,9000.0,-1.0,31000.0,53255.0,98000.0,55000.0,2300.0
1986,20000.0,1250.0,9362.0,19000.0,45000.0,1360579.0,-1.0,17000.0,14500.0,24000.0,374100.0,10000.0,120.0,2670.0,44918.0,41000.0,4500.0,215900.0,13500.0,2220000.0,1600.0,6128.0,7000.0,14290.0,225000.0,8000.0,3700.0,7000.0,2600.0,44000.0,23112.0,3918.0,970.0,53000.0,91033.0,48790.0,3500.0,4150.0,13000.0,-1.0,31000.0,59981.0,100000.0,53000.0,2400.0
1987,17600.0,1250.0,8509.0,20000.0,45000.0,1373147.0,-1.0,15000.0,18000.0,24000.0,421600.0,9500.0,160.0,2700.0,45590.0,41000.0,4500.0,220810.0,13500.0,2300000.0,1600.0,6173.0,7000.0,16464.0,225000.0,8000.0,3700.0,7000.0,2600.0,48100.0,20301.0,4590.0,970.0,50500.0,89372.0,51560.0,3500.0,4150.0,12000.0,-1.0,31000.0,69158.0,100000.0,50500.0,2500.0
1988,17600.0,1250.0,6111.0,20000.0,45000.0,1530905.0,-1.0,13000.0,21000.0,24000.0,535000.0,9000.0,63.0,2300.0,38809.0,34500.0,3000.0,225830.0,13500.0,2250000.0,1600.0,6124.0,6000.0,18657.0,230000.0,8000.0,3700.0,7000.0,2600.0,52520.0,22618.0,4309.0,780.0,50500.0,101885.0,62870.0,3500.0,4150.0,12000.0,-1.0,31000.0,82774.0,110000.0,50500.0,2500.0
1989,17600.0,1250.0,6188.0,21000.0,55000.0,1672096.0,1000.0,12000.0,25000.0,18000.0,590000.0,8500.0,190.0,2700.0,45486.0,41500.0,3000.0,230960.0,13500.0,2260000.0,1950.0,6128.0,5000.0,20000.0,240000.0,8000.0,3700.0,7000.0,2000.0,55360.0,23788.0,3986.0,1000.0,47000.0,102623.0,76135.0,3500.0,4150.0,12000.0,-1.0,31000.0,90880.0,130000.0,47000.0,2600.0
1990,17600.0,1250.0,4150.0,21000.0,55000.0,1746054.0,3000.0,13000.0,33000.0,18000.0,673033.0,8000.0,180.0,2500.0,51019.0,45500.0,5000.0,232120.0,13500.0,2300000.0,1950.0,5425.0,6000.0,23183.0,250000.0,8000.0,3700.0,7000.0,2400.0,58560.0,24569.0,5519.0,1745.0,43000.0,116202.0,89671.0,3500.0,4200.0,9000.0,-1.0,31000.0,96000.0,130000.0,43000.0,2700.0
1991,17600.0,1250.0,4318.0,21500.0,52000.0,1826267.0,5000.0,14000.0,33000.0,15000.0,772245.0,11900.0,480.0,3600.0,52000.0,45000.0,7000.0,233350.0,13500.0,2450000.0,1950.0,4835.0,4000.0,23891.0,260000.0,8000.0,3700.0,7000.0,3500.0,68630.0,26734.0,7000.0,1150.0,41000.0,130000.0,97604.0,3500.0,4200.0,9000.0,-1.0,31000.0,103235.0,130000.0,41000.0,2800.0
1992,17600.0,1250.0,4470.0,21500.0,52500.0,1890268.0,6000.0,14000.0,31000.0,15000.0,875100.0,11900.0,580.0,6100.0,58000.0,50000.0,7500.0,235000.0,13500.0,2550000.0,1950.0,4625.0,4000.0,24600.0,285000.0,7000.0,3700.0,7000.0,3500.0,65350.0,30133.0,8000.0,1150.0,41000.0,133965.0,108510.0,3500.0,4300.0,9000.0,-1.0,29200.0,108000.0,135000.0,41000.0,2000.0
1993,18000.0,1250.0,5000.0,21500.0,48000.0,2020516.0,8000.0,15000.0,23000.0,15000.0,921000.0,11900.0,580.0,9500.0,63000.0,55000.0,9000.0,236000.0,13500.0,2700000.0,2000.0,4163.0,4000.0,26600.0,295000.0,5700.0,3700.0,7000.0,4000.0,65380.0,20528.0,8000.0,2683.0,41000.0,133693.0,113395.0,3500.0,4300.0,9000.0,-1.0,29150.0,133292.0,135000.0,41000.0,2000.0
1994,18000.0,1250.0,5770.0,21500.0,49000.0,2144080.0,9000.0,14000.0,31000.0,15000.0,1045000.0,11900.0,450.0,16103.0,67000.0,59000.0,10000.0,237000.0,13500.0,2750000.0,1800.0,3700.0,5000.0,26652.0,300000.0,5700.0,3600.0,7000.0,4000.0,86410.0,31000.0,8000.0,1950.0,41000.0,133706.0,108040.0,3500.0,4400.0,9000.0,-1.0,28700.0,139160.0,135000.0,41000.0,2000.0
1995,11500.0,1250.0,5188.0,22000.0,50000.0,2235630.0,9000.0,14000.0,33000.0,18000.0,1190000.0,11900.0,400.0,18799.0,70000.0,62000.0,12000.0,238000.0,15500.0,2938000.0,1800.0,2500.0,6900.0,28190.0,300000.0,4500.0,3600.0,7000.0,4000.0,91010.0,31000.0,8000.0,3076.0,41000.0,133641.0,113367.0,3500.0,4400.0,9000.0,-1.0,27900.0,147014.0,140000.0,41000.0,2000.0
1996,11500.0,1250.0,5597.0,22400.0,51000.0,2353000.0,9000.0,14000.0,36000.0,18000.0,1428350.0,11900.0,600.0,27813.0,70000.0,62000.0,15000.0,239000.0,16500.0,2950000.0,1800.0,55.0,6000.0,27239.0,310000.0,4500.0,3600.0,7200.0,4000.0,95000.0,31000.0,8000.0,2748.0,42000.0,133000.0,117853.0,3500.0,4400.0,9000.0,-1.0,29500.0,163680.0,150000.0,42000.0,2000.0
1997,11500.0,1250.0,7567.0,22000.0,52000.0,2455000.0,9000.0,14000.0,36000.0,19000.0,1622503.0,16200.0,600.0,28135.0,71000.0,63000.0,16000.0,220000.0,13000.0,2950000.0,1800.0,40.0,6000.0,26586.0,310000.0,4500.0,3500.0,7000.0,4000.0,95980.0,32000.0,8000.0,2748.0,42000.0,134000.0,120192.0,3500.0,4400.0,9500.0,2450.0,30500.0,175520.0,150000.0,42000.0,2000.0
1998,11500.0,1250.0,10137.0,22400.0,52000.0,2586000.0,9000.0,14000.0,38000.0,20000.0,1795081.0,16200.0,550.0,25000.0,72000.0,64000.0,17000.0,210000.0,13000.0,2950000.0,1800.0,250.0,6400.0,26455.0,310000.0,4500.0,3400.0,7100.0,4000.0,96000.0,33000.0,8000.0,5000.0,43000.0,146500.0,123130.0,3500.0,4500.0,9500.0,4900.0,24800.0,180526.0,160000.0,43000.0,2000.0
1999,13000.0,1250.0,7651.0,22500.0,55000.0,2775000.0,9000.0,15000.0,40000.0,20000.0,1847000.0,16200.0,600.0,24956.0,76000.0,68000.0,19000.0,200000.0,13500.0,3000000.0,1800.0,360.0,6400.0,37503.0,310000.0,4500.0,3500.0,7200.0,4000.0,90000.0,33000.0,8000.0,6000.0,43000.0,158282.0,128423.0,3500.0,4500.0,9500.0,5500.0,21800.0,199520.0,160000.0,43000.0,2000.0
2000,13000.0,1200.0,9990.0,23000.0,56075.0,3075000.0,10000.0,16000.0,45000.0,21000.0,2014000.0,16200.0,1100.0,24711.0,81000.0,72000.0,21000.0,200000.0,13500.0,3080000.0,1800.0,550.0,6500.0,39790.0,310000.0,4000.0,3500.0,7200.0,4000.0,113686.0,34000.0,9000.0,9000.0,45000.0,159000.0,134772.0,3500.0,4500.0,9500.0,5600.0,21800.0,230053.0,160000.0,45000.0,2000.0
2001,13000.0,950.0,11200.0,23000.0,55000.0,3310000.0,10000.0,16000.0,46000.0,18000.0,2200000.0,16200.0,1300.0,25105.0,84000.0,75000.0,23000.0,180000.0,13500.0,3180000.0,1800.0,550.0,6500.0,39790.0,310000.0,4000.0,3500.0,7200.0,4000.0,125000.0,51000.0,9000.0,12000.0,47000.0,163565.0,138457.0,3500.0,4500.0,9500.0,5800.0,22000.0,242852.0,180000.0,47000.0,2000.0
2002,13000.0,1100.0,9562.0,23000.0,56000.0,3375000.0,10100.0,19987.0,45000.0,18000.0,2790000.0,16200.0,1300.0,25116.0,88000.0,79000.0,24000.0,170000.0,13500.0,3180000.0,1800.0,550.0,6500.0,42480.0,310000.0,4000.0,3500.0,7200.0,4000.0,145000.0,56000.0,9000.0,14000.0,47000.0,176297.0,145026.0,3500.0,4500.0,9500.0,5700.0,22000.0,263018.0,180000.0,47000.0,2000.0
2003,13300.0,1500.0,8864.0,23000.0,57000.0,3260000.0,10100.0,20806.0,51600.0,20000.0,3040000.0,16200.0,1350.0,23624.0,92000.0,83000.0,25000.0,160000.0,13500.0,3300000.0,1800.0,550.0,7000.0,43200.0,310000.0,3700.0,3500.0,7200.0,4000.0,146000.0,61000.0,9000.0,13558.0,47000.0,171779.0,150399.0,3500.0,4500.0,9500.0,5800.0,24000.0,287903.0,240000.0,47000.0,2200.0
2004,13100.0,2000.0,9502.0,23000.0,57000.0,3402000.0,10060.0,22211.0,55000.0,21000.0,3320000.0,16200.0,1400.0,24607.0,94000.0,85000.0,26000.0,159581.0,13500.0,3320000.0,1800.0,550.0,7000.0,46600.0,310000.0,3700.0,3500.0,8000.0,4000.0,123158.0,69000.0,9000.0,17836.0,47000.0,203031.0,157328.0,3500.0,4500.0,9500.0,6400.0,26000.0,309165.0,317600.0,47000.0,2500.0
2005,13130.0,3300.0,10361.0,23000.0,70000.0,3552000.0,10800.0,25478.0,56000.0,22000.0,3690000.0,17000.0,1400.0,26277.0,97000.0,88000.0,27000.0,161605.0,13500.0,3350000.0,1800.0,550.0,7000.0,50125.0,310000.0,3500.0,3500.0,8400.0,4000.0,140561.0,75000.0,9000.0,18376.0,47000.0,197156.0,169564.0,3500.0,4500.0,9500.0,6700.0,26000.0,324193.0,325200.0,47000.0,2500.0
2006,13130.0,5500.0,10906.0,23000.0,72000.0,3678000.0,10800.0,31444.0,59000.0,22000.0,4110000.0,17000.0,1600.0,25252.0,102000.0,92000.0,45000.0,169654.0,14100.0,3075000.0,1800.0,550.0,7000.0,48406.0,310000.0,3000.0,3500.0,10800.0,4000.0,143348.0,80000.0,10000.0,22033.0,45000.0,219233.0,165000.0,3500.0,4500.0,9500.0,6800.0,24000.0,379872.0,333000.0,45000.0,2500.0
2007,15000.0,8500.0,12594.0,23000.0,72857.0,3741000.0,10800.0,36819.0,66000.0,23000.0,4560000.0,17000.0,1600.0,26713.0,106000.0,96000.0,48000.0,172000.0,14100.0,3150000.0,1800.0,600.0,7100.0,48406.0,310000.0,2500.0,3500.0,11100.0,4200.0,145255.0,86000.0,10000.0,23804.0,48000.0,203006.0,165000.0,3600.0,4500.0,9500.0,7550.0,24000.0,426120.0,299900.0,48000.0,3000.0
2008,15000.0,9500.0,14000.0,23000.0,78202.0,3900000.0,12300.0,38599.0,103158.0,24000.0,4980000.0,17000.0,1650.0,26500.0,128000.0,117000.0,50000.0,175000.0,15300.0,3200000.0,1810.0,600.0,8500.0,52600.0,310000.0,1900.0,3500.0,11150.0,4200.0,149501.0,93000.0,11000.0,25918.0,48000.0,215000.0,165000.0,3500.0,4500.0,9500.0,6300.0,25000.0,461555.0,337800.0,48000.0,3000.0
2009,16000.0,9000.0,18215.0,23000.0,102109.0,4010000.0,13800.0,41444.0,103904.0,25000.0,5370000.0,17000.0,1650.0,24000.0,131000.0,119000.0,52000.0,177000.0,16250.0,3200000.0,1810.0,625.0,9000.0,55000.0,310000.0,1220.0,3500.0,11200.0,4200.0,195550.0,100000.0,12000.0,28239.0,50000.0,245000.0,165000.0,3500.0,4500.0,9500.0,7650.0,26000.0,510003.0,352800.0,50000.0,3000.0
2010,16000.0,8400.0,19055.0,23000.0,112430.0,4130000.0,15420.0,45044.0,106420.0,26000.0,5780000.0,17000.0,1670.0,33026.0,148000.0,135000.0,55000.0,178214.0,17250.0,3200000.0,1820.0,625.0,10500.0,57000.0,310000.0,625.0,3500.0,11300.0,4200.0,193502.0,105000.0,13000.0,31804.0,47000.0,260000.0,197261.0,3500.0,4800.0,9500.0,6050.0,26500.0,568364.0,360000.0,47000.0,4000.0
2011,16000.0,7000.0,33324.0,23000.0,121770.0,4326000.0,16960.0,49328.0,109080.0,29000.0,6170000.0,17000.0,1670.0,34665.0,157000.0,143000.0,70000.0,174958.0,17000.0,3200000.0,1820.0,650.0,10500.0,60000.0,310000.0,630.0,3500.0,11300.0,4200.0,202651.0,110000.0,14000.0,32701.0,48000.0,265000.0,230260.0,3500.0,5000.0,9500.0,5150.0,26500.0,570400.0,362471.0,48000.0,4000.0
2012,16000.0,7200.0,37852.0,23000.0,123000.0,4352872.0,17000.0,53015.0,113135.0,32000.0,6650000.0,17000.0,1670.0,34082.0,161000.0,146000.0,90000.0,175089.0,17500.0,3250000.0,1850.0,650.0,11000.0,63500.0,310000.0,630.0,3500.0,11500.0,4200.0,198578.0,117000.0,15000.0,34249.0,49000.0,267000.0,233151.0,3500.0,5200.0,9500.0,5300.0,27000.0,594196.0,387000.0,49000.0,4000.0
2013,16000.0,7900.0,47488.0,23000.0,135000.0,4526089.0,17000.0,53856.0,108635.0,36000.0,7080000.0,17000.0,1700.0,35568.0,166000.0,150000.0,100000.0,175733.0,17000.0,3000000.0,1850.0,675.0,11200.0,74512.0,310000.0,650.0,3500.0,11600.0,4200.0,218833.0,125000.0,16000.0,46094.0,50000.0,270000.0,250329.0,3500.0,5200.0,9500.0,5400.0,27500.0,603670.0,318760.0,50000.0,5000.0
2014,15896.0,8651.0,37567.0,23026.0,138000.0,4689321.0,17154.0,55083.0,126559.0,35788.0,7428752.0,17439.0,1744.0,40198.0,171757.0,155641.0,110000.0,176003.0,16698.0,3031661.0,1806.0,658.0,11146.0,77750.0,310865.0,673.0,3503.0,11612.0,4447.0,272011.0,130000.0,16116.0,50868.0,50555.0,273709.0,266516.0,3508.0,5205.0,9531.0,5610.0,27770.0,684198.0,349040.0,50555.0,5000.0
