,Cuba,Pacific Islands Trust Territory,United States of America,South Africa,Haiti,Micronesia (Federated States of),Israel,Australia & New Zealand,Dominica,Panama,Madagascar,Puerto Rico,French Guiana,Philippines,Samoa,Ethiopia,Kenya,Guyana,Costa Rica,Swaziland,Senegal,Lebanon,Tunisia,Cayman Islands,Brazil,Paraguay,Polynesia,Morocco,El Salvador,Chile,Honduras,Argentina,Australia,Spain,Central African Republic,Bahamas,Saint Lucia,Jamaica,Ecuador,Réunion,Indonesia,Seychelles,Turkey,Colombia,Trinidad and Tobago,Grenada,Greece,Mauritius,France,Timor-Leste,Democratic Republic of the Congo,New Zealand,Micronesia,Zimbabwe,Congo,Barbados,Martinique,Dominican Republic,Portugal,Bolivia (Plurinational State of),Occupied Palestinian Territory,Peru,Ghana,Mexico,Cook Islands,China,"China, mainland",French Polynesia,Guadeloupe,Sri Lanka,Cyprus,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Rwanda,Bosnia and Herzegovina,Cameroon,Guatemala
1971,11839.0,,78190.0,8729.0,49000.0,,7600.0,900.0,100.0,2300.0,794.0,5448.0,60.0,15189.0,1800.0,,16000.0,390.0,18000.0,-1.0,,-1.0,-1.0,2.0,161527.0,15000.0,2460.0,1000.0,24500.0,12000.0,3710.0,9100.0,900.0,887.0,350.0,-1.0,360.0,2452.0,21670.0,,28000.0,8.0,,13000.0,190.0,2130.0,,,,-1.0,18800.0,,,-1.0,6500.0,271.0,1800.0,123337.0,-1.0,2040.0,-1.0,96384.0,4000.0,236791.0,660.0,-1.0,-1.0,,200.0,,55.0,,40725.0,6000.0,-1.0,,18000.0,19000.0
1972,18368.0,,41646.0,9587.0,50000.0,,11750.0,941.0,100.0,2200.0,3007.0,5221.0,80.0,20663.0,1850.0,,16000.0,400.0,21000.0,-1.0,,-1.0,-1.0,2.0,182924.0,15500.0,2510.0,1000.0,25000.0,12500.0,4200.0,9200.0,941.0,1526.0,350.0,-1.0,365.0,2452.0,27200.0,,36000.0,8.0,,13100.0,170.0,2050.0,,,,-1.0,19600.0,,,-1.0,6500.0,290.0,1500.0,124972.0,-1.0,2200.0,-1.0,104904.0,4000.0,234270.0,660.0,-1.0,-1.0,,300.0,,55.0,,42403.0,6000.0,-1.0,,20000.0,20000.0
1973,18428.0,,81354.0,12112.0,52000.0,,12350.0,688.0,100.0,2200.0,3670.0,5902.0,90.0,17414.0,1910.0,,17000.0,410.0,23800.0,-1.0,,-1.0,-1.0,2.0,125355.0,15900.0,2581.0,1000.0,26000.0,13400.0,4200.0,8900.0,688.0,1800.0,400.0,-1.0,370.0,2500.0,24317.0,,40000.0,8.0,,13200.0,150.0,2041.0,,,,-1.0,21100.0,,,-1.0,6500.0,310.0,1327.0,126607.0,-1.0,2200.0,-1.0,104253.0,4000.0,286443.0,671.0,-1.0,-1.0,,280.0,,50.0,,43941.0,6300.0,-1.0,,15000.0,21000.0
1974,20853.0,,67374.0,13254.0,53000.0,,15000.0,683.0,100.0,2100.0,12055.0,4540.0,150.0,19800.0,1970.0,,17000.0,380.0,24000.0,-1.0,,-1.0,-1.0,2.0,134378.0,16000.0,2641.0,1000.0,27000.0,14500.0,4500.0,8860.0,664.0,2000.0,500.0,-1.0,375.0,2500.0,29332.0,,55400.0,8.0,,13300.0,160.0,1705.0,,,200.0,-1.0,21700.0,19.0,,-1.0,6200.0,330.0,1623.0,128242.0,-1.0,2400.0,-1.0,104047.0,4000.0,260890.0,671.0,-1.0,-1.0,,280.0,,50.0,,43502.0,6300.0,-1.0,,15000.0,21000.0
1975,23359.0,,79748.0,14760.0,54000.0,,17050.0,722.0,100.0,2098.0,25215.0,4767.0,150.0,21118.0,2032.0,,17000.0,400.0,25000.0,-1.0,,-1.0,-1.0,2.0,145837.0,15700.0,2882.0,1000.0,28000.0,14700.0,4600.0,6990.0,710.0,2500.0,600.0,-1.0,380.0,2500.0,31936.0,,55800.0,9.0,,13298.0,170.0,1370.0,,,230.0,-1.0,22300.0,12.0,,-1.0,6200.0,350.0,1835.0,129877.0,-1.0,2900.0,-1.0,85788.0,4000.0,279470.0,850.0,-1.0,-1.0,,280.0,,50.0,,48422.0,6300.0,-1.0,,20000.0,21500.0
1976,21181.0,,128525.0,17140.0,55000.0,,18500.0,600.0,100.0,2047.0,16625.0,4052.0,75.0,23980.0,2032.0,,17000.0,410.0,25500.0,-1.0,,-1.0,-1.0,2.0,139674.0,16200.0,2632.0,1000.0,29000.0,15000.0,4800.0,9050.0,570.0,3000.0,700.0,-1.0,390.0,2600.0,43495.0,,44000.0,9.0,,15370.0,180.0,907.0,,,220.0,-1.0,22800.0,30.0,,-1.0,6500.0,360.0,2389.0,131512.0,-1.0,2905.0,-1.0,82938.0,4000.0,280421.0,600.0,-1.0,-1.0,,220.0,,55.0,,40637.0,6600.0,-1.0,,20000.0,20000.0
1977,19593.0,,106775.0,18971.0,55000.0,,21800.0,676.0,100.0,1998.0,19040.0,3794.0,70.0,28074.0,2032.0,,17000.0,410.0,26000.0,-1.0,,-1.0,-1.0,2.0,139520.0,15700.0,2632.0,1000.0,30000.0,17300.0,5200.0,10200.0,662.0,4000.0,800.0,-1.0,400.0,2600.0,40466.0,,57600.0,9.0,,15420.0,190.0,989.0,,,95.0,-1.0,21800.0,14.0,,-1.0,6500.0,370.0,1470.0,133146.0,-1.0,2905.0,-1.0,83916.0,4000.0,333112.0,600.0,-1.0,-1.0,,240.0,,55.0,,46673.0,6600.0,-1.0,,21000.0,22600.0
1978,24389.0,,132540.0,18284.0,55000.0,,24200.0,1058.0,100.0,1950.0,20805.0,4536.0,60.0,27260.0,2050.0,,18000.0,420.0,26000.0,-1.0,,-1.0,-1.0,2.0,128221.0,16800.0,2650.0,1000.0,31000.0,18800.0,5400.0,5500.0,980.0,4948.0,900.0,-1.0,410.0,2600.0,31346.0,500.0,47000.0,9.0,,15500.0,200.0,1243.0,,,65.0,-1.0,21700.0,78.0,,-1.0,6500.0,380.0,1890.0,134782.0,-1.0,2035.0,-1.0,83480.0,4000.0,395168.0,600.0,-1.0,-1.0,,240.0,,55.0,,39014.0,6600.0,-1.0,,22000.0,22500.0
1979,14100.0,,92800.0,20162.0,57000.0,,32900.0,1489.0,101.0,1904.0,13820.0,3629.0,60.0,27506.0,2100.0,,20000.0,430.0,27000.0,-1.0,,-1.0,-1.0,2.0,132206.0,17300.0,2700.0,1000.0,31000.0,19363.0,5600.0,6000.0,1400.0,6000.0,1000.0,-1.0,420.0,2700.0,28994.0,600.0,39019.0,10.0,,15650.0,210.0,1234.0,,,,-1.0,35000.0,89.0,,-1.0,6000.0,390.0,1095.0,138700.0,-1.0,3235.0,-1.0,82606.0,4000.0,365957.0,600.0,-1.0,-1.0,,34.0,,55.0,,41092.0,7000.0,-1.0,,23000.0,16628.0
1980,15030.0,,243850.0,20283.0,58000.0,,32000.0,1767.0,152.0,2133.0,17400.0,3289.0,60.0,27503.0,2100.0,,20000.0,440.0,27500.0,-1.0,,-1.0,-1.0,2.0,133956.0,17000.0,2600.0,1000.0,31000.0,21700.0,5800.0,3200.0,1700.0,7596.0,1000.0,-1.0,430.0,2700.0,29055.0,650.0,46373.0,10.0,,15700.0,220.0,1354.0,,,,-1.0,35700.0,67.0,,-1.0,6000.0,400.0,610.0,124800.0,-1.0,3260.0,-1.0,73518.0,4000.0,441768.0,500.0,-1.0,-1.0,,33.0,,58.0,,44595.0,7300.0,-1.0,,24000.0,21072.0
1981,9985.0,,165830.0,21135.0,59000.0,,8000.0,2630.0,157.0,2113.0,14400.0,3221.0,40.0,25300.0,2200.0,,20000.0,445.0,28000.0,-1.0,,-1.0,-1.0,2.0,135638.0,16500.0,2700.0,1000.0,32000.0,25000.0,5800.0,3230.0,2400.0,10000.0,1100.0,-1.0,440.0,2800.0,30617.0,700.0,72192.0,10.0,,18340.0,240.0,1423.0,500.0,,,-1.0,37100.0,230.0,,-1.0,5500.0,410.0,1135.0,134000.0,-1.0,3095.0,-1.0,77005.0,4000.0,460879.0,500.0,-1.0,-1.0,,44.0,,61.0,,46266.0,7300.0,-1.0,,25000.0,22380.0
1982,16171.0,,214730.0,21967.0,61000.0,,40100.0,3720.0,160.0,2093.0,14760.0,4150.0,32.0,24924.0,2250.0,,20000.0,450.0,21275.0,-1.0,,-1.0,-1.0,2.0,141542.0,16300.0,2750.0,1000.0,33000.0,27700.0,6000.0,3000.0,3400.0,15000.0,1100.0,-1.0,450.0,2800.0,31076.0,750.0,51465.0,12.0,,16470.0,250.0,1495.0,500.0,,,-1.0,37800.0,320.0,92.0,-1.0,5500.0,420.0,3951.0,136000.0,-1.0,3640.0,-1.0,86107.0,4500.0,486056.0,500.0,-1.0,-1.0,,50.0,,91.0,92.0,45731.0,7300.0,-1.0,,26000.0,23000.0
1983,16966.0,,248570.0,26581.0,62000.0,,61600.0,6010.0,193.0,2073.0,16080.0,3629.0,32.0,20955.0,2300.0,,22000.0,460.0,21563.0,-1.0,,-1.0,-1.0,3.0,142512.0,16800.0,2800.0,1000.0,33500.0,29600.0,6200.0,3100.0,5400.0,20000.0,1200.0,-1.0,460.0,2900.0,29561.0,800.0,45745.0,12.0,,25900.0,260.0,1571.0,500.0,,,-1.0,39200.0,610.0,55.0,-1.0,5500.0,430.0,2826.0,138000.0,-1.0,3633.0,-1.0,77556.0,4000.0,426618.0,500.0,-1.0,-1.0,,92.0,,220.0,55.0,47034.0,7500.0,-1.0,,27000.0,23300.0
1984,15012.0,,208200.0,22132.0,65000.0,,52500.0,6860.0,231.0,2053.0,17119.0,3402.0,33.0,21564.0,2350.0,,22000.0,460.0,21850.0,-1.0,,-1.0,-1.0,1.0,147824.0,17334.0,2850.0,1000.0,34000.0,31500.0,6300.0,3300.0,6200.0,24549.0,1300.0,-1.0,470.0,2900.0,32577.0,952.0,58097.0,12.0,,18843.0,270.0,1587.0,500.0,,,-1.0,39900.0,660.0,59.0,-1.0,5300.0,440.0,6500.0,130996.0,-1.0,4355.0,-1.0,83012.0,4300.0,439418.0,500.0,-1.0,-1.0,,201.0,,250.0,59.0,43229.0,7500.0,-1.0,,28000.0,24000.0
1985,8643.0,,171000.0,25506.0,62000.0,,77200.0,7680.0,209.0,2034.0,17300.0,3515.0,30.0,20630.0,1800.0,,22000.0,465.0,21850.0,-1.0,,-1.0,-1.0,1.0,126446.0,17850.0,2300.0,2000.0,34000.0,29800.0,6500.0,2600.0,7000.0,27956.0,1300.0,-1.0,470.0,3000.0,28382.0,800.0,62802.0,12.0,,32500.0,270.0,1619.0,746.0,,,-1.0,40700.0,680.0,56.0,-1.0,5300.0,450.0,4850.0,129031.0,-1.0,4156.0,-1.0,70707.0,4500.0,566451.0,500.0,-1.0,-1.0,,168.0,,300.0,56.0,41832.0,8500.0,-1.0,,29000.0,25500.0
1986,11184.0,,274900.0,32553.0,62000.0,,68000.0,10500.0,280.0,2015.0,18000.0,3946.0,35.0,21882.0,1300.0,,22000.0,470.0,21850.0,-1.0,,-1.0,-1.0,2.0,122291.0,18029.0,1970.0,2500.0,35000.0,35000.0,6700.0,2700.0,9700.0,30282.0,1400.0,-1.0,480.0,3000.0,20290.0,800.0,71100.0,12.0,,49006.0,280.0,1525.0,565.0,,,-1.0,41900.0,800.0,88.0,-1.0,5400.0,460.0,3234.0,132680.0,-1.0,4264.0,-1.0,80148.0,5000.0,627906.0,670.0,-1.0,-1.0,,297.0,,500.0,88.0,43171.0,8500.0,-1.0,,30000.0,25068.0
1987,10631.0,,189600.0,38270.0,61000.0,,134700.0,10798.0,263.0,1995.0,19000.0,3924.0,35.0,22271.0,1000.0,,23000.0,480.0,21850.0,-1.0,,-1.0,-1.0,2.0,114637.0,18106.0,1698.0,3000.0,35000.0,32000.0,5000.0,3000.0,9798.0,32534.0,1700.0,-1.0,500.0,3000.0,20026.0,202.0,56600.0,12.0,,51351.0,290.0,1718.0,488.0,,,-1.0,43200.0,1000.0,95.0,-1.0,5500.0,460.0,2422.0,129490.0,-1.0,4375.0,-1.0,83873.0,5500.0,520837.0,670.0,-1.0,-1.0,28.0,186.0,,500.0,95.0,42430.0,10000.0,-1.0,,32000.0,25569.0
1988,6181.0,,175100.0,41217.0,60000.0,,35800.0,12382.0,358.0,1977.0,19000.0,4990.0,56.0,21594.0,500.0,,23000.0,480.0,21850.0,-1.0,,-1.0,-1.0,1.0,114372.0,16312.0,1207.0,3500.0,36000.0,28000.0,4000.0,3000.0,11082.0,42992.0,2000.0,-1.0,510.0,3000.0,16376.0,202.0,62520.0,12.0,100.0,76166.0,300.0,1552.0,941.0,,300.0,-1.0,44000.0,1300.0,96.0,-1.0,5500.0,470.0,2322.0,124890.0,-1.0,5300.0,-1.0,86200.0,5700.0,682928.0,670.0,-1.0,-1.0,37.0,173.0,,550.0,96.0,45866.0,12000.0,-1.0,,33000.0,21000.0
1989,8753.0,,126100.0,41004.0,58000.0,,20000.0,12602.0,803.0,2174.0,20000.0,4264.0,50.0,24000.0,300.0,,23000.0,480.0,22000.0,-1.0,,-1.0,-1.0,3.0,114923.0,16296.0,1027.0,4000.0,37000.0,39000.0,3000.0,3000.0,11414.0,46222.0,2600.0,-1.0,520.0,3200.0,13432.0,202.0,61302.0,12.0,100.0,81075.0,310.0,1597.0,727.0,,400.0,-1.0,44900.0,1188.0,,-1.0,5500.0,470.0,1809.0,137150.0,-1.0,5250.0,-1.0,87318.0,5800.0,473156.0,670.0,-1.0,-1.0,57.0,104.0,,750.0,,49031.0,15000.0,-1.0,,34000.0,23000.0
1990,9000.0,0.0,141500.0,51808.0,57000.0,,48000.0,14482.0,695.0,2671.0,21000.0,4286.0,52.0,28000.0,400.0,,22980.0,460.0,23000.0,-1.0,,-1.0,-1.0,3.0,118635.0,15847.0,964.0,4500.0,38000.0,37580.0,2280.0,2843.0,12005.0,44880.0,2800.0,-1.0,500.0,3064.0,18655.0,202.0,84592.0,15.0,101.0,57064.0,363.0,1677.0,812.0,-1.0,350.0,-1.0,40000.0,2477.0,0.0,500.0,5300.0,470.0,1066.0,7376.0,21300.0,5410.0,-1.0,87928.0,5900.0,686301.0,507.0,-1.0,-1.0,57.0,86.0,0.0,250.0,0.0,50765.0,15618.0,-1.0,,35000.0,26000.0
1991,8535.0,,167800.0,48565.0,49599.0,,52700.0,14750.0,718.0,2697.0,21000.0,4264.0,39.0,32000.0,500.0,,19170.0,440.0,23087.0,-1.0,-1.0,-1.0,-1.0,12.0,111340.0,15407.0,1061.0,5000.0,39000.0,39000.0,2513.0,3100.0,11542.0,52144.0,3000.0,-1.0,450.0,3500.0,18083.0,202.0,91420.0,16.0,55.0,72102.0,251.0,1759.0,1608.0,-1.0,260.0,-1.0,70962.0,3208.0,0.0,517.0,5500.0,470.0,1202.0,20803.0,20300.0,5550.0,-1.0,85709.0,6000.0,780403.0,500.0,-1.0,-1.0,61.0,246.0,6626.0,830.0,0.0,53351.0,16497.0,-1.0,,38000.0,29000.0
1992,8500.0,,264535.0,45710.0,45000.0,,74880.0,14955.0,861.0,2724.0,21500.0,3768.0,69.0,35000.0,800.0,,20628.0,420.0,23200.0,-1.0,-1.0,-1.0,-1.0,5.0,111742.0,14978.0,1240.0,5500.0,40000.0,48000.0,2486.0,3200.0,12925.0,53197.0,3200.0,-1.0,400.0,3500.0,16083.0,202.0,93267.0,17.0,81.0,73815.0,255.0,1583.0,1678.0,-1.0,325.0,-1.0,76911.0,2030.0,0.0,535.0,5490.0,470.0,650.0,11369.0,19400.0,5695.0,-1.0,96181.0,6100.0,724523.0,400.0,18000.0,18000.0,40.0,268.0,6742.0,950.0,0.0,51648.0,17472.0,-1.0,-1.0,40000.0,22477.0
1993,8162.0,,130362.0,38921.0,45676.0,,47590.0,15425.0,1071.0,2762.0,22000.0,3677.0,132.0,38000.0,800.0,-1.0,39116.0,400.0,23300.0,-1.0,-1.0,-1.0,-1.0,13.0,105801.0,14678.0,1142.0,6000.0,40000.0,42000.0,797.0,3300.0,12925.0,51745.0,3500.0,-1.0,350.0,4000.0,17668.0,182.0,93999.0,16.0,109.0,74000.0,270.0,1504.0,1944.0,-1.0,300.0,99.0,83353.0,2500.0,-1.0,554.0,5471.0,470.0,573.0,12082.0,16300.0,5835.0,-1.0,92658.0,6200.0,709296.0,292.0,20000.0,20000.0,50.0,270.0,6858.0,800.0,-1.0,51811.0,18000.0,-1.0,-1.0,42000.0,23368.0
1994,8500.0,,158750.0,41072.0,45403.0,,49400.0,16550.0,600.0,2778.0,20000.0,3087.0,147.0,40000.0,800.0,-1.0,14296.0,360.0,23400.0,-1.0,-1.0,-1.0,-1.0,10.0,102644.0,14825.0,1062.0,7000.0,41000.0,58000.0,800.0,3400.0,14000.0,34100.0,3800.0,-1.0,300.0,3668.0,24063.0,180.0,102037.0,14.0,145.0,85363.0,336.0,1549.0,2010.0,-1.0,250.0,191.0,90334.0,2550.0,-1.0,574.0,5400.0,470.0,573.0,27197.0,13000.0,5960.0,-1.0,53112.0,6265.0,799929.0,200.0,30000.0,30000.0,62.0,239.0,6974.0,750.0,-1.0,40242.0,18356.0,-1.0,-1.0,44000.0,23380.0
1995,7500.0,,172360.0,45042.0,45777.0,-1.0,56750.0,18640.0,323.0,2806.0,21000.0,2427.0,247.0,43000.0,797.0,-1.0,27267.0,329.0,23500.0,-1.0,-1.0,-1.0,-1.0,11.0,93767.0,13528.0,1026.0,8000.0,41000.0,50000.0,800.0,3500.0,15640.0,27955.0,4000.0,-1.0,250.0,3618.0,12568.0,180.0,162697.0,15.0,153.0,100000.0,314.0,1582.0,1453.0,-1.0,200.0,282.0,60743.0,3000.0,-1.0,596.0,5455.0,470.0,522.0,48030.0,12058.0,5960.0,-1.0,53145.0,6300.0,790097.0,159.0,35000.0,35000.0,70.0,238.0,7090.0,1200.0,-1.0,41449.0,19000.0,-1.0,-1.0,45000.0,24288.0
1996,7500.0,,173000.0,50580.0,46012.0,,76000.0,19916.0,400.0,2834.0,22000.0,2109.0,247.0,45762.0,800.0,-1.0,31351.0,282.0,24000.0,-1.0,-1.0,-1.0,-1.0,12.0,80731.0,12344.0,1024.0,9000.0,41500.0,60000.0,800.0,3402.0,16416.0,52085.0,4100.0,-1.0,490.0,3567.0,31694.0,180.0,143152.0,14.0,164.0,114000.0,323.0,1600.0,1511.0,-1.0,210.0,1068.0,58520.0,3500.0,-1.0,620.0,5500.0,470.0,420.0,11989.0,11388.0,6110.0,-1.0,64408.0,6443.0,837787.0,149.0,45000.0,45000.0,76.0,246.0,7207.0,1400.0,-1.0,36282.0,19304.0,-1.0,-1.0,46000.0,24293.0
1997,7500.0,,161270.0,49877.0,49002.0,,79347.0,24072.0,471.0,2862.0,23000.0,2100.0,208.0,43170.0,800.0,-1.0,37283.0,330.0,24000.0,280.0,-1.0,-1.0,-1.0,12.0,84043.0,11264.0,1028.0,10000.0,42000.0,55000.0,800.0,3369.0,20072.0,52409.0,4200.0,-1.0,410.0,3514.0,43998.0,200.0,129952.0,14.0,225.0,126000.0,330.0,1500.0,1562.0,-1.0,210.0,804.0,60356.0,4000.0,-1.0,651.0,5732.0,470.0,318.0,30972.0,10846.0,6230.0,156.0,72093.0,6538.0,762336.0,150.0,48000.0,48000.0,78.0,280.0,7323.0,1100.0,-1.0,38560.0,19686.0,-1.0,-1.0,47000.0,24389.0
1998,7500.0,,144500.0,57053.0,45931.0,,65684.0,25474.0,480.0,2890.0,23000.0,1930.0,247.0,37548.0,800.0,-1.0,48477.0,490.0,23000.0,250.0,-1.0,4400.0,225.0,12.0,84231.0,11500.0,1017.0,11000.0,42500.0,99000.0,800.0,3300.0,20174.0,73724.0,4300.0,-1.0,220.0,3459.0,23577.0,230.0,130950.0,14.0,270.0,74000.0,327.0,1567.0,1544.0,-1.0,200.0,457.0,62012.0,5300.0,-1.0,688.0,5675.0,470.0,363.0,60019.0,10382.0,6230.0,1200.0,67222.0,6632.0,876623.0,150.0,51000.0,51000.0,67.0,266.0,7439.0,1100.0,-1.0,41661.0,20319.0,10000.0,-1.0,48000.0,25498.0
